18:00:41.677 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9ef17309
18:00:47.521 [XNIO-1 task-4]  LjtjsB8eQmKDzIm5dPgY_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.521 [XNIO-1 task-4]  LjtjsB8eQmKDzIm5dPgY_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.hazelcast.spi.Operation.call(Operation.java:170)
18:00:47.523 [XNIO-1 task-4]  LjtjsB8eQmKDzIm5dPgY_A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
18:00:47.529 [XNIO-1 task-4]  LjtjsB8eQmKDzIm5dPgY_A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.529 [XNIO-1 task-4]  LjtjsB8eQmKDzIm5dPgY_A INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.537 [XNIO-1 task-4]  6dY5e_NkR-eCnXRwoz09Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.537 [XNIO-1 task-4]  6dY5e_NkR-eCnXRwoz09Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
18:00:47.537 [XNIO-1 task-4]  6dY5e_NkR-eCnXRwoz09Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.537 [XNIO-1 task-5]  werfMfaaRLGGsop1HIuYNw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.537 [XNIO-1 task-5]  werfMfaaRLGGsop1HIuYNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
18:00:47.538 [XNIO-1 task-5]  werfMfaaRLGGsop1HIuYNw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.538 [XNIO-1 task-5]  werfMfaaRLGGsop1HIuYNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
18:00:47.543 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:abaf122e-5c54-433b-8886-9a4d63bf256d
18:00:47.545 [XNIO-1 task-5]  werfMfaaRLGGsop1HIuYNw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.550 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.550 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.550 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.551 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.551 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.551 [hz._hzInstance_1_dev.partition-operation.thread-10]   ERROR c.n.oauth.cache.ClientMapStore delete - Exception:

java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
18:00:47.551 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MzhmYzhlMDItMDYwNS00ZjM3LWFlOTAtNTRlN2Y1YWU4YjdiOmFPVVprVk9fUkdXMFRpdXZCUkNrQlE=", "Basic MzhmYzhlMDItMDYwNS00ZjM3LWFlOTAtNTRlN2Y1YWU4YjdiOmFPVVprVk9fUkdXMFRpdXZCUkNrQlE=", authorization)
18:00:47.552 [XNIO-1 task-4]  6dY5e_NkR-eCnXRwoz09Hw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.556 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:66ba1a61-00f2-40c5-b778-9d40517156c7
18:00:47.561 [XNIO-1 task-5]  0VistcfdQ8GCXmcKyzpbKw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.571 [XNIO-1 task-4]  bNGF6HkhTxOvCrTf-MujUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.571 [XNIO-1 task-4]  bNGF6HkhTxOvCrTf-MujUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.572 [XNIO-1 task-4]  bNGF6HkhTxOvCrTf-MujUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.572 [XNIO-1 task-4]  bNGF6HkhTxOvCrTf-MujUA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:47.578 [XNIO-1 task-4]  bNGF6HkhTxOvCrTf-MujUA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.583 [XNIO-1 task-4]  y7xxi6MRSQalLbJ74Y0fjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.583 [XNIO-1 task-4]  y7xxi6MRSQalLbJ74Y0fjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.583 [XNIO-1 task-4]  y7xxi6MRSQalLbJ74Y0fjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.583 [XNIO-1 task-4]  y7xxi6MRSQalLbJ74Y0fjg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:47.591 [XNIO-1 task-4]  y7xxi6MRSQalLbJ74Y0fjg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.594 [XNIO-1 task-4]  8CXoSpTKRNmVe6d0UsKy8w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.594 [XNIO-1 task-4]  8CXoSpTKRNmVe6d0UsKy8w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.594 [XNIO-1 task-4]  8CXoSpTKRNmVe6d0UsKy8w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.595 [XNIO-1 task-4]  8CXoSpTKRNmVe6d0UsKy8w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = 0ae7d17f-7190-49a2-88c6-ff1dcabae0da scope = null
com.networknt.exception.ApiException: {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 0ae7d17f-7190-49a2-88c6-ff1dcabae0da is not found.","severity":"ERROR"}
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRequest(Oauth2TokenPostHandler.java:120)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.audit.AuditHandler.next(AuditHandler.java:192)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.body.BodyHandler.handleRequest(BodyHandler.java:124)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.correlation.CorrelationHandler.handleRequest(CorrelationHandler.java:77)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.exception.ExceptionHandler.handleRequest(ExceptionHandler.java:76)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:841)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:2019)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1449)
18:00:47.604 [XNIO-1 task-5]  _veZool3RkuMZ3gt8fyfYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.604 [XNIO-1 task-5]  _veZool3RkuMZ3gt8fyfYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.604 [XNIO-1 task-5]  _veZool3RkuMZ3gt8fyfYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.604 [XNIO-1 task-5]  _veZool3RkuMZ3gt8fyfYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", authorization)
18:00:47.611 [XNIO-1 task-5]  _veZool3RkuMZ3gt8fyfYQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.626 [XNIO-1 task-5]  xph7ZvqMS72JsOl77D2KVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.626 [XNIO-1 task-5]  xph7ZvqMS72JsOl77D2KVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.626 [XNIO-1 task-5]  xph7ZvqMS72JsOl77D2KVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.626 [XNIO-1 task-5]  xph7ZvqMS72JsOl77D2KVg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", authorization)
18:00:47.632 [XNIO-1 task-5]  xph7ZvqMS72JsOl77D2KVg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.635 [XNIO-1 task-4]  vAP34GmfSZeNc2yAyiTHiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.635 [XNIO-1 task-4]  vAP34GmfSZeNc2yAyiTHiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.635 [XNIO-1 task-4]  vAP34GmfSZeNc2yAyiTHiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.636 [XNIO-1 task-4]  vAP34GmfSZeNc2yAyiTHiA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NmRhZWQ3YTAtYTM0Yy00YWIwLTk4MDItZTEzOGUxOTg0ZTk2OlJzbXVhbFRFVE5hNjRpd29pZzZnb1E=", "Basic NmRhZWQ3YTAtYTM0Yy00YWIwLTk4MDItZTEzOGUxOTg0ZTk2OlJzbXVhbFRFVE5hNjRpd29pZzZnb1E=", authorization)
18:00:47.637 [XNIO-1 task-5]  fnuK3wapR8CaTkeK7Mdoug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.637 [XNIO-1 task-5]  fnuK3wapR8CaTkeK7Mdoug DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.637 [XNIO-1 task-5]  fnuK3wapR8CaTkeK7Mdoug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.638 [XNIO-1 task-5]  fnuK3wapR8CaTkeK7Mdoug DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZjI3N2RmODUtNWMzOS00ZmZjLTk2NmUtNWRlN2YyY2ZkNWNlOm00dmN4bmhFUzlpdTZTcHppRnFUTkE=", "Basic ZjI3N2RmODUtNWMzOS00ZmZjLTk2NmUtNWRlN2YyY2ZkNWNlOm00dmN4bmhFUzlpdTZTcHppRnFUTkE=", authorization)
18:00:47.643 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:66ba1a61-00f2-40c5-b778-9d40517156c7
18:00:47.645 [XNIO-1 task-5]  fnuK3wapR8CaTkeK7Mdoug INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.656 [XNIO-1 task-5]  blDRFzqOTF-JznRK93lQ3A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.656 [XNIO-1 task-5]  blDRFzqOTF-JznRK93lQ3A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.657 [XNIO-1 task-5]  blDRFzqOTF-JznRK93lQ3A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.657 [XNIO-1 task-5]  blDRFzqOTF-JznRK93lQ3A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = r6Ty79YpRECrauuBElWbSQ redirectUri = http://localhost:8080/authorization
18:00:47.658 [XNIO-1 task-4]  vAP34GmfSZeNc2yAyiTHiA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.658 [XNIO-1 task-3]  RB-mwYzdTIiLNoZfB_V9gA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.658 [XNIO-1 task-3]  RB-mwYzdTIiLNoZfB_V9gA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.658 [XNIO-1 task-3]  RB-mwYzdTIiLNoZfB_V9gA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.661 [XNIO-1 task-3]  RB-mwYzdTIiLNoZfB_V9gA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", authorization)
18:00:47.667 [XNIO-1 task-5]  blDRFzqOTF-JznRK93lQ3A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
18:00:47.667 [XNIO-1 task-5]  blDRFzqOTF-JznRK93lQ3A INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.669 [XNIO-1 task-3]  RB-mwYzdTIiLNoZfB_V9gA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.677 [XNIO-1 task-5]  nSSOkmqMRXame9FayJqw3g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.677 [XNIO-1 task-5]  nSSOkmqMRXame9FayJqw3g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.678 [XNIO-1 task-5]  nSSOkmqMRXame9FayJqw3g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.678 [XNIO-1 task-5]  nSSOkmqMRXame9FayJqw3g DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:47.687 [XNIO-1 task-5]  nSSOkmqMRXame9FayJqw3g INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.702 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:9082c788-f943-4aee-8586-76110a480868
18:00:47.704 [XNIO-1 task-5]  hyqIf2WAS5iVuDhfTk05SQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.704 [XNIO-1 task-5]  hyqIf2WAS5iVuDhfTk05SQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.705 [XNIO-1 task-5]  hyqIf2WAS5iVuDhfTk05SQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.705 [XNIO-1 task-5]  hyqIf2WAS5iVuDhfTk05SQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", authorization)
18:00:47.714 [XNIO-1 task-5]  hyqIf2WAS5iVuDhfTk05SQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.721 [XNIO-1 task-5]  I2MEPnBkRGy2cNZz97YWuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.722 [XNIO-1 task-5]  I2MEPnBkRGy2cNZz97YWuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.722 [XNIO-1 task-5]  I2MEPnBkRGy2cNZz97YWuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.722 [XNIO-1 task-5]  I2MEPnBkRGy2cNZz97YWuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", authorization)
18:00:47.733 [XNIO-1 task-5]  I2MEPnBkRGy2cNZz97YWuQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.743 [XNIO-1 task-5]  Ck_vq6TETNenUcmO_7WHEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.743 [XNIO-1 task-5]  Ck_vq6TETNenUcmO_7WHEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.744 [XNIO-1 task-5]  Ck_vq6TETNenUcmO_7WHEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.744 [XNIO-1 task-5]  Ck_vq6TETNenUcmO_7WHEw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", authorization)
18:00:47.752 [XNIO-1 task-5]  Ck_vq6TETNenUcmO_7WHEw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.756 [XNIO-1 task-3]  N69oDVwCT262dZ0ywyGfzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.757 [XNIO-1 task-3]  N69oDVwCT262dZ0ywyGfzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.757 [XNIO-1 task-3]  N69oDVwCT262dZ0ywyGfzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.757 [XNIO-1 task-3]  N69oDVwCT262dZ0ywyGfzQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTA4MmM3ODgtZjk0My00YWVlLTg1ODYtNzYxMTBhNDgwODY4Onh1enhjejhGU1FDZk9MblJDWlF1cmc=", "Basic OTA4MmM3ODgtZjk0My00YWVlLTg1ODYtNzYxMTBhNDgwODY4Onh1enhjejhGU1FDZk9MblJDWlF1cmc=", authorization)
18:00:47.762 [XNIO-1 task-5]  WmL-VUZ1QeW2a9tdM0WlUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.763 [XNIO-1 task-5]  WmL-VUZ1QeW2a9tdM0WlUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.763 [XNIO-1 task-5]  WmL-VUZ1QeW2a9tdM0WlUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.764 [XNIO-1 task-5]  WmL-VUZ1QeW2a9tdM0WlUw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", "Basic YmFmZmZkMmEtMzk0Yy00N2FjLWE5MDktMWNiMmM4MWFjYTUyOkUwYnRmcXZYUklHaGo1OVFnQkFnN3c=", authorization)
18:00:47.765 [XNIO-1 task-4]  7Zac0dYOSGuIig6iOQrgqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.766 [XNIO-1 task-4]  7Zac0dYOSGuIig6iOQrgqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.766 [XNIO-1 task-4]  7Zac0dYOSGuIig6iOQrgqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.767 [XNIO-1 task-3]  N69oDVwCT262dZ0ywyGfzQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.768 [XNIO-1 task-4]  7Zac0dYOSGuIig6iOQrgqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.768 [XNIO-1 task-4]  7Zac0dYOSGuIig6iOQrgqw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = fBiuXmPWRmip93P6tl6ClQ redirectUri = http://localhost:8080/authorization
18:00:47.771 [XNIO-1 task-5]  WmL-VUZ1QeW2a9tdM0WlUw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.778 [XNIO-1 task-4]  7Zac0dYOSGuIig6iOQrgqw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.783 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.783 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.783 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.783 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.783 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.784 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWI1ZmEwZTAtYTc2Ni00NDY2LWE4YzQtMGMwYWI4Y2U4OGZjOk5GM182cFcxUVRhSUd0Q1ZrTm5vMnc=", "Basic YWI1ZmEwZTAtYTc2Ni00NDY2LWE4YzQtMGMwYWI4Y2U4OGZjOk5GM182cFcxUVRhSUd0Q1ZrTm5vMnc=", authorization)
18:00:47.785 [XNIO-1 task-3]  Ko9VohLjT26kEJ2UaxE7Cw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:47.789 [XNIO-1 task-4]  yxUZdfdhT3C7XJ01CGW1HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.789 [XNIO-1 task-4]  yxUZdfdhT3C7XJ01CGW1HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.789 [XNIO-1 task-4]  yxUZdfdhT3C7XJ01CGW1HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.790 [XNIO-1 task-4]  yxUZdfdhT3C7XJ01CGW1HA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", authorization)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
