18:00:40.287 [XNIO-1 task-1]  FwR53MnwQwqZbvSUx3HKCA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.858 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.858 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.858 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.858 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.859 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.860 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.867 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.868 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.870 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.870 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.871 [XNIO-1 task-1]  sdqW3aTZQfCtkGwYVeqAGA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=gKRy2vFkTe-LamvsFIrvFQ
18:00:47.874 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.874 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.875 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.875 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG com.networknt.schema.TypeValidator debug - validate( "4de552fb-a4a5-45ad-9c11-fc421f288a97", "4de552fb-a4a5-45ad-9c11-fc421f288a97", client_id)
18:00:47.876 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.876 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.876 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.876 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.876 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.879 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.880 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.880 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.880 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG com.networknt.schema.TypeValidator debug - validate( "a8a531db-0ef5-4ea4-addd-3cc82604f61b", "a8a531db-0ef5-4ea4-addd-3cc82604f61b", client_id)
18:00:47.880 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.881 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.881 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.881 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.881 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.884 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.885 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.886 [XNIO-1 task-2]  Q7z8lvWrQ-S_LlHtptU-5w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=vS6Fk3ACRxG0BPLBFMsA8Q
18:00:47.891 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.891 [XNIO-1 task-1]  FQI2IIA7Q5WcpIE3w4X8Vg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.930 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.930 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.930 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.931 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG com.networknt.schema.TypeValidator debug - validate( "CtZZkkAC23yiXFVBgqpa9uBvGZ-afckjkpOjHMut4DI", "CtZZkkAC23yiXFVBgqpa9uBvGZ-afckjkpOjHMut4DI", code_challenge)
18:00:47.931 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:47.931 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.931 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.931 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.932 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.932 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.934 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.934 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.935 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.935 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.936 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.936 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.936 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.936 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.944 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.944 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.942 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.945 [XNIO-1 task-1]  42o9OcZnR-SmXhLBcOHoeg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.947 [XNIO-1 task-2]  x_RhMz6_RTyp-M6Xrh81tg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=mJ6dGWJ6RQ2izBSzTc78Zw
18:00:47.957 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.957 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.957 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.957 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG com.networknt.schema.TypeValidator debug - validate( "7dba570c-8bfc-420a-8bcf-5f00a3923eb6", "7dba570c-8bfc-420a-8bcf-5f00a3923eb6", client_id)
18:00:47.958 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.958 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.958 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.958 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.958 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.960 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.960 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.961 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:c571df82
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG com.networknt.schema.TypeValidator debug - validate( "lE8YJ30VWB-8woH_QW1G0fchMshPlYQQhWVASTACjK0", "lE8YJ30VWB-8woH_QW1G0fchMshPlYQQhWVASTACjK0", code_challenge)
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.962 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.966 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:c571df82
18:00:47.968 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.968 [XNIO-1 task-1]  XxzttvW4QzuR5ADrvsFQew DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.974 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.974 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.980 [XNIO-1 task-2]  3_t5APTiS7KvDSRsRaqqkg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=o3lCagIgRGqE4R4a-1qruA
18:00:47.997 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.997 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.997 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.997 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.998 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.998 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.998 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.998 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:48.011 [XNIO-1 task-2]  D1dpiFUsRFuh8nfNKWOV2Q DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:48.012 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:48.012 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:48.012 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:48.012 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:48.013 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG com.networknt.schema.TypeValidator debug - validate( "5mL1emkdorX_gia_Q1pPNdlalRZksAZapni8ahDNvfU", "5mL1emkdorX_gia_Q1pPNdlalRZksAZapni8ahDNvfU", code_challenge)
18:00:48.013 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:48.013 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:48.013 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:48.014 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:48.015 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:48.015 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:48.026 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:48.026 [XNIO-1 task-1]  VY0gMA_nR8a91URzI_glEw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:48.030 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:48.030 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:48.030 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:48.030 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG com.networknt.schema.TypeValidator debug - validate( "dd9ee7b2-c209-46be-b93a-d159af0b0922", "dd9ee7b2-c209-46be-b93a-d159af0b0922", client_id)
18:00:48.031 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:48.031 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:48.031 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:48.031 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:48.031 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:48.033 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:34e931a1-f98a-4f3f-9a43-40722930bdfc
18:00:48.038 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:34e931a1-f98a-4f3f-9a43-40722930bdfc
18:00:48.039 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:48.039 [XNIO-1 task-2]  G4t8PxNHQqWchLuXC-eZuA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:48.040 [XNIO-1 task-1]  ZO66Hr3CQduH7ViARIAdRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:48.040 [XNIO-1 task-1]  ZO66Hr3CQduH7ViARIAdRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:48.040 [XNIO-1 task-1]  ZO66Hr3CQduH7ViARIAdRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:48.040 [XNIO-1 task-1]  ZO66Hr3CQduH7ViARIAdRg DEBUG com.networknt.schema.TypeValidator debug - validate( "a8a531db-0ef5-4ea4-addd-3cc82604f61b", "a8a531db-0ef5-4ea4-addd-3cc82604f61b", client_id)
