23:10:19.937 [XNIO-1 task-1]  v-CwHm1PQvmHEuXa-uXWTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9839f140-fbdf-42c1-a11f-3397c148ea80, base path is set to: null
23:10:22.177 [XNIO-1 task-1]  zxKWdLk-Re6dsybgktPcXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.177 [XNIO-1 task-1]  zxKWdLk-Re6dsybgktPcXA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.179 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:8b15d584
23:10:22.187 [XNIO-1 task-1]  YHKOvgMfTNamw4NSmhgHUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7, base path is set to: null
23:10:22.187 [XNIO-1 task-1]  YHKOvgMfTNamw4NSmhgHUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.187 [XNIO-1 task-1]  YHKOvgMfTNamw4NSmhgHUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.187 [XNIO-1 task-1]  YHKOvgMfTNamw4NSmhgHUg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7, base path is set to: null
23:10:22.187 [XNIO-1 task-1]  YHKOvgMfTNamw4NSmhgHUg DEBUG com.networknt.schema.TypeValidator debug - validate( "ca863491-fbe7-4c9a-8470-1b43a71314a7", "ca863491-fbe7-4c9a-8470-1b43a71314a7", refreshToken)
23:10:22.187 [XNIO-1 task-1]  YHKOvgMfTNamw4NSmhgHUg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token ca863491-fbe7-4c9a-8470-1b43a71314a7 is not found.","severity":"ERROR"}
23:10:22.194 [XNIO-1 task-1]  SDBSxcSmQyuxe_4gS39Kjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.194 [XNIO-1 task-1]  SDBSxcSmQyuxe_4gS39Kjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.194 [XNIO-1 task-1]  SDBSxcSmQyuxe_4gS39Kjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.194 [XNIO-1 task-1]  SDBSxcSmQyuxe_4gS39Kjg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.201 [XNIO-1 task-1]  Wn-dMntwROKeMIgn-08DDA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:22.202 [XNIO-1 task-1]  Wn-dMntwROKeMIgn-08DDA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.202 [XNIO-1 task-1]  Wn-dMntwROKeMIgn-08DDA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.203 [XNIO-1 task-1]  Wn-dMntwROKeMIgn-08DDA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:22.203 [XNIO-1 task-1]  Wn-dMntwROKeMIgn-08DDA DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:22.203 [XNIO-1 task-1]  Wn-dMntwROKeMIgn-08DDA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:22.208 [XNIO-1 task-1]  NohLKB4bTlOhCAmn9M2UBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7
23:10:22.208 [XNIO-1 task-1]  NohLKB4bTlOhCAmn9M2UBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.208 [XNIO-1 task-1]  NohLKB4bTlOhCAmn9M2UBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.208 [XNIO-1 task-1]  NohLKB4bTlOhCAmn9M2UBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7
23:10:22.208 [XNIO-1 task-1]  NohLKB4bTlOhCAmn9M2UBg DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = ca863491-fbe7-4c9a-8470-1b43a71314a7
23:10:22.214 [XNIO-1 task-1]  4KyCIF07RoCu032REj1fqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.214 [XNIO-1 task-1]  4KyCIF07RoCu032REj1fqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.214 [XNIO-1 task-1]  4KyCIF07RoCu032REj1fqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.214 [XNIO-1 task-1]  4KyCIF07RoCu032REj1fqw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.214 [XNIO-1 task-1]  4KyCIF07RoCu032REj1fqw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.223 [XNIO-1 task-1]  uTicgYTpS5O6aciIVVGigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.223 [XNIO-1 task-1]  uTicgYTpS5O6aciIVVGigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.223 [XNIO-1 task-1]  uTicgYTpS5O6aciIVVGigQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.223 [XNIO-1 task-1]  uTicgYTpS5O6aciIVVGigQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.230 [XNIO-1 task-1]  RMKVemw-S7GzwmL6C8uxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.230 [XNIO-1 task-1]  RMKVemw-S7GzwmL6C8uxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.230 [XNIO-1 task-1]  RMKVemw-S7GzwmL6C8uxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.230 [XNIO-1 task-1]  RMKVemw-S7GzwmL6C8uxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.230 [XNIO-1 task-1]  RMKVemw-S7GzwmL6C8uxgQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:22.231 [XNIO-1 task-1]  RMKVemw-S7GzwmL6C8uxgQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:22.236 [XNIO-1 task-1]  vJSfuU0FRQObus--duN7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.236 [XNIO-1 task-1]  vJSfuU0FRQObus--duN7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.236 [XNIO-1 task-1]  vJSfuU0FRQObus--duN7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.236 [XNIO-1 task-1]  vJSfuU0FRQObus--duN7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.236 [XNIO-1 task-1]  vJSfuU0FRQObus--duN7vg DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.242 [XNIO-1 task-1]  sgMqiAmpT-a0xTeJNmbh3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.242 [XNIO-1 task-1]  sgMqiAmpT-a0xTeJNmbh3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.243 [XNIO-1 task-1]  sgMqiAmpT-a0xTeJNmbh3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.243 [XNIO-1 task-1]  sgMqiAmpT-a0xTeJNmbh3g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.243 [XNIO-1 task-1]  sgMqiAmpT-a0xTeJNmbh3g DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.250 [XNIO-1 task-1]  mPsFBSs4SRiea2erjyz76A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.251 [XNIO-1 task-1]  mPsFBSs4SRiea2erjyz76A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.251 [XNIO-1 task-1]  mPsFBSs4SRiea2erjyz76A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.251 [XNIO-1 task-1]  mPsFBSs4SRiea2erjyz76A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.251 [XNIO-1 task-1]  mPsFBSs4SRiea2erjyz76A DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.256 [XNIO-1 task-1]  Y2AzjuCNStOKfS1i-P20cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.257 [XNIO-1 task-1]  Y2AzjuCNStOKfS1i-P20cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.257 [XNIO-1 task-1]  Y2AzjuCNStOKfS1i-P20cw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.257 [XNIO-1 task-1]  Y2AzjuCNStOKfS1i-P20cw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.257 [XNIO-1 task-1]  Y2AzjuCNStOKfS1i-P20cw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.265 [XNIO-1 task-1]  GeLqrsU8SMS4x_9uVagSXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.265 [XNIO-1 task-1]  GeLqrsU8SMS4x_9uVagSXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.265 [XNIO-1 task-1]  GeLqrsU8SMS4x_9uVagSXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.266 [XNIO-1 task-1]  GeLqrsU8SMS4x_9uVagSXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.266 [XNIO-1 task-1]  GeLqrsU8SMS4x_9uVagSXA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.281 [XNIO-1 task-1]  kDj5EaLFT5eQqu9aJkLK3g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.281 [XNIO-1 task-1]  kDj5EaLFT5eQqu9aJkLK3g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.281 [XNIO-1 task-1]  kDj5EaLFT5eQqu9aJkLK3g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.282 [XNIO-1 task-1]  kDj5EaLFT5eQqu9aJkLK3g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.290 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:8a8f3bbe
23:10:22.291 [XNIO-1 task-1]  6IYaJ0RVRzmHB9rovkw5lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.291 [XNIO-1 task-1]  6IYaJ0RVRzmHB9rovkw5lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.291 [XNIO-1 task-1]  6IYaJ0RVRzmHB9rovkw5lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.291 [XNIO-1 task-1]  6IYaJ0RVRzmHB9rovkw5lA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.293 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:8a8f3bbe
23:10:22.301 [XNIO-1 task-1]  4fVCSLRIR2GqIT5eue9--w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.302 [XNIO-1 task-1]  4fVCSLRIR2GqIT5eue9--w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.302 [XNIO-1 task-1]  4fVCSLRIR2GqIT5eue9--w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.302 [XNIO-1 task-1]  4fVCSLRIR2GqIT5eue9--w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.302 [XNIO-1 task-1]  4fVCSLRIR2GqIT5eue9--w DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.310 [XNIO-1 task-1]  bxgHASH3ToCEauoVvUlaTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.310 [XNIO-1 task-1]  bxgHASH3ToCEauoVvUlaTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.310 [XNIO-1 task-1]  bxgHASH3ToCEauoVvUlaTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.310 [XNIO-1 task-1]  bxgHASH3ToCEauoVvUlaTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.311 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:58b46ef1
23:10:22.311 [XNIO-1 task-1]  bxgHASH3ToCEauoVvUlaTQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.318 [XNIO-1 task-1]  CkdOsoalQWSBI7ZtC0-hGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.318 [XNIO-1 task-1]  CkdOsoalQWSBI7ZtC0-hGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.318 [XNIO-1 task-1]  CkdOsoalQWSBI7ZtC0-hGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.318 [XNIO-1 task-1]  CkdOsoalQWSBI7ZtC0-hGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.318 [XNIO-1 task-1]  CkdOsoalQWSBI7ZtC0-hGA DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:22.318 [XNIO-1 task-1]  CkdOsoalQWSBI7ZtC0-hGA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:22.324 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:ecc6045c-f9ea-48cb-a01c-b57e70447e4e
23:10:22.326 [XNIO-1 task-1]  8Tz_jQMATpmNhq5hxddoYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.326 [XNIO-1 task-1]  8Tz_jQMATpmNhq5hxddoYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.326 [XNIO-1 task-1]  8Tz_jQMATpmNhq5hxddoYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.326 [XNIO-1 task-1]  8Tz_jQMATpmNhq5hxddoYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.326 [XNIO-1 task-1]  8Tz_jQMATpmNhq5hxddoYA DEBUG com.networknt.schema.TypeValidator debug - validate( "9553c03c-a402-4137-b03a-972d0c4df2ab", "9553c03c-a402-4137-b03a-972d0c4df2ab", refreshToken)
23:10:22.326 [XNIO-1 task-1]  8Tz_jQMATpmNhq5hxddoYA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 9553c03c-a402-4137-b03a-972d0c4df2ab is not found.","severity":"ERROR"}
23:10:22.332 [XNIO-1 task-1]  7FQPIR3DR6K6EXRjpzG-Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.332 [XNIO-1 task-1]  7FQPIR3DR6K6EXRjpzG-Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.332 [XNIO-1 task-1]  7FQPIR3DR6K6EXRjpzG-Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.332 [XNIO-1 task-1]  7FQPIR3DR6K6EXRjpzG-Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.333 [XNIO-1 task-1]  7FQPIR3DR6K6EXRjpzG-Bw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.341 [XNIO-1 task-1]  snz6_7JPThyx1A0khvRoNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.341 [XNIO-1 task-1]  snz6_7JPThyx1A0khvRoNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.341 [XNIO-1 task-1]  snz6_7JPThyx1A0khvRoNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.341 [XNIO-1 task-1]  snz6_7JPThyx1A0khvRoNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.341 [XNIO-1 task-1]  snz6_7JPThyx1A0khvRoNg DEBUG com.networknt.schema.TypeValidator debug - validate( "9553c03c-a402-4137-b03a-972d0c4df2ab", "9553c03c-a402-4137-b03a-972d0c4df2ab", refreshToken)
23:10:22.341 [XNIO-1 task-1]  snz6_7JPThyx1A0khvRoNg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 9553c03c-a402-4137-b03a-972d0c4df2ab is not found.","severity":"ERROR"}
23:10:22.343 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:a9e74739
23:10:22.344 [XNIO-1 task-1]  DuJczDBGRQuhL1vroh9UQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.344 [XNIO-1 task-1]  DuJczDBGRQuhL1vroh9UQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.344 [XNIO-1 task-1]  DuJczDBGRQuhL1vroh9UQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.344 [XNIO-1 task-1]  DuJczDBGRQuhL1vroh9UQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.344 [XNIO-1 task-1]  DuJczDBGRQuhL1vroh9UQA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.351 [XNIO-1 task-1]  dOdCQ5-4QaSnqF13mG4oQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/0e3798d5-cd1c-4f17-bd6b-0c9ff3a073e4, base path is set to: null
23:10:22.351 [XNIO-1 task-1]  dOdCQ5-4QaSnqF13mG4oQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.351 [XNIO-1 task-1]  dOdCQ5-4QaSnqF13mG4oQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.351 [XNIO-1 task-1]  dOdCQ5-4QaSnqF13mG4oQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/0e3798d5-cd1c-4f17-bd6b-0c9ff3a073e4, base path is set to: null
23:10:22.351 [XNIO-1 task-1]  dOdCQ5-4QaSnqF13mG4oQw DEBUG com.networknt.schema.TypeValidator debug - validate( "0e3798d5-cd1c-4f17-bd6b-0c9ff3a073e4", "0e3798d5-cd1c-4f17-bd6b-0c9ff3a073e4", refreshToken)
23:10:22.362 [XNIO-1 task-1]  nWJrxU9bRKyXh1HgNYO7fA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.362 [XNIO-1 task-1]  nWJrxU9bRKyXh1HgNYO7fA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.362 [XNIO-1 task-1]  nWJrxU9bRKyXh1HgNYO7fA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.362 [XNIO-1 task-1]  nWJrxU9bRKyXh1HgNYO7fA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.363 [XNIO-1 task-1]  nWJrxU9bRKyXh1HgNYO7fA DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.371 [XNIO-1 task-1]  yIgW7MCuRsCRRgepA_f0Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.372 [XNIO-1 task-1]  yIgW7MCuRsCRRgepA_f0Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.372 [XNIO-1 task-1]  yIgW7MCuRsCRRgepA_f0Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.372 [XNIO-1 task-1]  yIgW7MCuRsCRRgepA_f0Xg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.379 [XNIO-1 task-1]  HVU0hhkIT5WO5o5L8qUKVA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.379 [XNIO-1 task-1]  HVU0hhkIT5WO5o5L8qUKVA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.380 [XNIO-1 task-1]  HVU0hhkIT5WO5o5L8qUKVA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.380 [XNIO-1 task-1]  HVU0hhkIT5WO5o5L8qUKVA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.380 [XNIO-1 task-1]  HVU0hhkIT5WO5o5L8qUKVA DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.385 [XNIO-1 task-1]  U5XTrNvTSCyBH7MyE743BA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7
23:10:22.385 [XNIO-1 task-1]  U5XTrNvTSCyBH7MyE743BA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.385 [XNIO-1 task-1]  U5XTrNvTSCyBH7MyE743BA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
