19:00:41.635 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:0a7d5b86
19:00:47.571 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "-kUOezJGvzXGs6ZeoIPk2vjWvUSZziddrdKNrOty1t8", "-kUOezJGvzXGs6ZeoIPk2vjWvUSZziddrdKNrOty1t8", code_challenge)
19:00:47.572 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:47.572 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:47.572 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:47.572 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:47.576 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:47.577 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:47.580 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:504123b4-6fc7-4ff4-b499-ded9f056c229
19:00:47.585 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:47.586 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
19:00:47.589 [XNIO-1 task-2]  5hvayfcUQDKo4yiJQJaCNQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=XhjJrS04TV6ay3VgibN_DA
19:00:47.602 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.602 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.602 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.603 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG com.networknt.schema.TypeValidator debug - validate( "64e8e7cb-c44b-447f-9dfc-f72c8de24ba6", "64e8e7cb-c44b-447f-9dfc-f72c8de24ba6", client_id)
19:00:47.603 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:47.603 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:47.603 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:47.603 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:47.603 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:47.610 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:8ae1b908-3ea5-4529-8e10-a56d898f5c7f
19:00:47.613 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:8ae1b908-3ea5-4529-8e10-a56d898f5c7f
19:00:47.614 [XNIO-1 task-2]  eb7HszcjRy2dYkaGPg8Owg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:47.614 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:8ae1b908-3ea5-4529-8e10-a56d898f5c7f
19:00:47.623 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.623 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:47.624 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.624 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG com.networknt.schema.TypeValidator debug - validate( "vBHfFCnsNe2rAHe30aWl6z3Vvwb5BprDYj-Y3Zkfo5M", "vBHfFCnsNe2rAHe30aWl6z3Vvwb5BprDYj-Y3Zkfo5M", code_challenge)
19:00:47.624 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:47.624 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:47.624 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:47.625 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:47.625 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:47.625 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:47.635 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.636 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.636 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.636 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:47.636 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:47.636 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:47.637 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:47.637 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:47.637 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:47.637 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:47.647 [XNIO-1 task-2]  WrBH-gUoT_y1LWrkR9nzFA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=7BklKkTDR8erkqUV5ToZrw
19:00:47.652 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:47.652 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:47.654 [XNIO-1 task-1]  Pplc_qVQRp2pglgyo-i1lw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=kyuZQHg2RTqk4iwa4-E5XA
19:00:47.677 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:e86164fb-64ab-47e6-a711-70f5894d3178
19:00:47.695 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:e86164fb-64ab-47e6-a711-70f5894d3178
19:00:47.716 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.716 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:47.717 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.717 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "7b87eccb-8564-46b4-9c25-bfa6c350d96b", "7b87eccb-8564-46b4-9c25-bfa6c350d96b", client_id)
19:00:47.717 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:47.717 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:47.718 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:47.718 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:47.719 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:47.723 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:5757eb7c
19:00:47.728 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:47.728 [XNIO-1 task-1]  1MaiLnLoSCWItoPhfVgxYQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:47.739 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.739 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:47.739 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.740 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG com.networknt.schema.TypeValidator debug - validate( "7b87eccb-8564-46b4-9c25-bfa6c350d96b", "7b87eccb-8564-46b4-9c25-bfa6c350d96b", client_id)
19:00:47.740 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:47.740 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:47.740 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:47.740 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:47.740 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:47.745 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:5237c8f2
19:00:47.747 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.747 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.748 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.748 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG com.networknt.schema.TypeValidator debug - validate( "64e8e7cb-c44b-447f-9dfc-f72c8de24ba6", "64e8e7cb-c44b-447f-9dfc-f72c8de24ba6", client_id)
19:00:47.748 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:47.748 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:47.749 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:47.749 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:47.749 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:47.755 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:47.755 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:47.758 [XNIO-1 task-1]  VCJ4qoCVTMaXsyY3xF1j5w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=Bw3wzRhcT-WBIc8pstnvEA
19:00:47.758 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:47.758 [XNIO-1 task-2]  QkaxPqr5Ry-Frc0IKQpzcg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:47.764 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.765 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:47.765 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.765 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG com.networknt.schema.TypeValidator debug - validate( "7b87eccb-8564-46b4-9c25-bfa6c350d96b", "7b87eccb-8564-46b4-9c25-bfa6c350d96b", client_id)
19:00:47.765 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:47.765 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:47.766 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:47.766 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:47.766 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:47.774 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:47.774 [XNIO-1 task-1]  73bCo0HLTVGHRqpvIq7Aww DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:47.795 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.796 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:47.796 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:47.796 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG com.networknt.schema.TypeValidator debug - validate( "pwV4wPPJZBCcrolcxg5Xil491kMXstRpuGMin4n44TQ", "pwV4wPPJZBCcrolcxg5Xil491kMXstRpuGMin4n44TQ", code_challenge)
19:00:47.796 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:47.797 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:47.797 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:47.797 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:47.797 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:47.797 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:47.804 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:47.804 [XNIO-1 task-1]  50CWhs92S02Xh6D3FZhRiA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:47.805 [XNIO-1 task-2]  q-Zs0-kuSBiHsA_gl49N-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.805 [XNIO-1 task-2]  q-Zs0-kuSBiHsA_gl49N-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.805 [XNIO-1 task-2]  q-Zs0-kuSBiHsA_gl49N-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:47.806 [XNIO-1 task-2]  q-Zs0-kuSBiHsA_gl49N-w DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:47.806 [XNIO-1 task-2]  q-Zs0-kuSBiHsA_gl49N-w DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
