08:11:46.169 [XNIO-1 task-2]  MBjlzHl4Q6O-EmMDAPKNyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65b2e657
08:11:51.876 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.889 [XNIO-1 task-2]  TaWTMjQtSySbkEL0cgazXg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.889 [XNIO-1 task-2]  TaWTMjQtSySbkEL0cgazXg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.889 [XNIO-1 task-2]  TaWTMjQtSySbkEL0cgazXg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:51.890 [XNIO-1 task-2]  TaWTMjQtSySbkEL0cgazXg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.893 [XNIO-1 task-2]  65ihNzDEQAmAPPcKK6QTwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.893 [XNIO-1 task-2]  65ihNzDEQAmAPPcKK6QTwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.893 [XNIO-1 task-2]  65ihNzDEQAmAPPcKK6QTwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.893 [XNIO-1 task-2]  65ihNzDEQAmAPPcKK6QTwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.893 [XNIO-1 task-2]  65ihNzDEQAmAPPcKK6QTwQ DEBUG com.networknt.schema.TypeValidator debug - validate( "abe09316", "abe09316", serviceId)
08:11:51.899 [XNIO-1 task-2]  weGO6bbvQ8eV6-5eurFV1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.899 [XNIO-1 task-2]  weGO6bbvQ8eV6-5eurFV1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.899 [XNIO-1 task-2]  weGO6bbvQ8eV6-5eurFV1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
SEVERE: [172.24.0.5]:5701 [dev] [3.12] java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
08:11:51.899 [XNIO-1 task-2]  weGO6bbvQ8eV6-5eurFV1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.899 [XNIO-1 task-2]  weGO6bbvQ8eV6-5eurFV1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "abe09316", "abe09316", serviceId)
08:11:51.918 [XNIO-1 task-2]  ZeugZSUUT9y0Caewb4Hf6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.918 [XNIO-1 task-2]  ZeugZSUUT9y0Caewb4Hf6A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.918 [XNIO-1 task-2]  ZeugZSUUT9y0Caewb4Hf6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
08:11:51.923 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:5c5e2cd0-1a5d-47d5-8b56-a5d80c79d053
08:11:51.927 [hz._hzInstance_1_dev.partition-operation.thread-3]   ERROR c.n.oauth.cache.ClientMapStore delete - Exception:
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
Caused by: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	... 14 more

	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG com.networknt.schema.TypeValidator debug - validate( "da61277f-2ccd-47d7-b6a5-3167ba2dc928", {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG com.networknt.schema.TypeValidator debug - validate( "e99aaf5f", {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:51.928 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:51.929 [XNIO-1 task-2]  2msYbxIpRc-0i4m6Vejx3w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"e99aaf5f","serviceName":"6ac13847-fcfe-4e88-8b69-b9c799ab","serviceDesc":"da61277f-2ccd-47d7-b6a5-3167ba2dc928","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.937 [XNIO-1 task-2]  rl75tcUxT82pJU8bEd63fg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e99aaf5f
08:11:51.937 [XNIO-1 task-2]  rl75tcUxT82pJU8bEd63fg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.937 [XNIO-1 task-2]  rl75tcUxT82pJU8bEd63fg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:51.937 [XNIO-1 task-2]  rl75tcUxT82pJU8bEd63fg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e99aaf5f
08:11:51.950 [XNIO-1 task-2]  Ew7liL3_TXCfkYMcMR6zYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.950 [XNIO-1 task-2]  Ew7liL3_TXCfkYMcMR6zYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.950 [XNIO-1 task-2]  Ew7liL3_TXCfkYMcMR6zYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.950 [XNIO-1 task-2]  Ew7liL3_TXCfkYMcMR6zYw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.957 [XNIO-1 task-2]  aCFiHQ4wSGCpb4qKc0CjvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.958 [XNIO-1 task-2]  aCFiHQ4wSGCpb4qKc0CjvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.958 [XNIO-1 task-2]  aCFiHQ4wSGCpb4qKc0CjvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.958 [XNIO-1 task-2]  aCFiHQ4wSGCpb4qKc0CjvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.963 [XNIO-1 task-2]  b9GWIJ4kS3WeTj_qpWkOUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.963 [XNIO-1 task-2]  b9GWIJ4kS3WeTj_qpWkOUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.963 [XNIO-1 task-2]  b9GWIJ4kS3WeTj_qpWkOUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.963 [XNIO-1 task-2]  b9GWIJ4kS3WeTj_qpWkOUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.974 [XNIO-1 task-2]  fd2DzgM6T727CUOPx4hIXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.974 [XNIO-1 task-2]  fd2DzgM6T727CUOPx4hIXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.974 [XNIO-1 task-2]  fd2DzgM6T727CUOPx4hIXA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.974 [XNIO-1 task-2]  fd2DzgM6T727CUOPx4hIXA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.982 [XNIO-1 task-2]  S74EW7tXQDGHfJ66Ya0DiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.982 [XNIO-1 task-2]  S74EW7tXQDGHfJ66Ya0DiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.982 [XNIO-1 task-2]  S74EW7tXQDGHfJ66Ya0DiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.982 [XNIO-1 task-2]  S74EW7tXQDGHfJ66Ya0DiQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.991 [XNIO-1 task-2]  yMwAFeBpRISQ2DN4hFQIVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.991 [XNIO-1 task-2]  yMwAFeBpRISQ2DN4hFQIVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.991 [XNIO-1 task-2]  yMwAFeBpRISQ2DN4hFQIVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.991 [XNIO-1 task-2]  yMwAFeBpRISQ2DN4hFQIVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:52.002 [XNIO-1 task-2]  iB06kabcSvKBWjuSeCyfFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.003 [XNIO-1 task-2]  iB06kabcSvKBWjuSeCyfFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.003 [XNIO-1 task-2]  iB06kabcSvKBWjuSeCyfFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.003 [XNIO-1 task-2]  iB06kabcSvKBWjuSeCyfFA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:52.015 [XNIO-1 task-2]  ZlnReJooQlOrFuzG6BKm5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.015 [XNIO-1 task-2]  ZlnReJooQlOrFuzG6BKm5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.015 [XNIO-1 task-2]  ZlnReJooQlOrFuzG6BKm5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.015 [XNIO-1 task-2]  ZlnReJooQlOrFuzG6BKm5A DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:52.024 [XNIO-1 task-2]  MtLqfaR0RhWfYai18QCUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.024 [XNIO-1 task-2]  MtLqfaR0RhWfYai18QCUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.024 [XNIO-1 task-2]  MtLqfaR0RhWfYai18QCUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.024 [XNIO-1 task-2]  MtLqfaR0RhWfYai18QCUpg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:52.032 [XNIO-1 task-2]  Al49gpWkTuqiBIfLz2iCOw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.032 [XNIO-1 task-2]  Al49gpWkTuqiBIfLz2iCOw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.032 [XNIO-1 task-2]  Al49gpWkTuqiBIfLz2iCOw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.032 [XNIO-1 task-2]  Al49gpWkTuqiBIfLz2iCOw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:52.046 [XNIO-1 task-2]  GDW52zqkRm-gmRK9Z6yCZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.046 [XNIO-1 task-2]  GDW52zqkRm-gmRK9Z6yCZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.046 [XNIO-1 task-2]  GDW52zqkRm-gmRK9Z6yCZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.046 [XNIO-1 task-2]  GDW52zqkRm-gmRK9Z6yCZA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:52.053 [XNIO-1 task-2]  zhpEw090Toi_vTTe-Qmiew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.053 [XNIO-1 task-2]  zhpEw090Toi_vTTe-Qmiew DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.053 [XNIO-1 task-2]  zhpEw090Toi_vTTe-Qmiew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG com.networknt.schema.TypeValidator debug - validate( "df08d21e-8f9b-47a4-92ce-f0aef740", {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:52.061 [XNIO-1 task-2]  CjQLzcDtQSOLMf6yRkSPVw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:52.071 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.071 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG com.networknt.schema.TypeValidator debug - validate( "df08d21e-8f9b-47a4-92ce-f0aef740", {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:52.072 [XNIO-1 task-2]  vGcA3Wy2Qoyk9Jp3sXt6Hw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"cae72da5","serviceName":"df08d21e-8f9b-47a4-92ce-f0aef740","serviceDesc":"0d053606-9950-4599-87a4-391623d214d2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
