16:29:38.846 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ff38b92a-ff20-4a28-98f1-e21d718f1a77
16:29:45.121 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.124 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:45.124 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:45.124 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG com.networknt.schema.TypeValidator debug - validate( "265daacf-b5eb-4aac-b662-c753fe19", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:45.124 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.170 [XNIO-1 task-2]  c18yzIo8T-CXPVJNTBO6Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.171 [XNIO-1 task-2]  c18yzIo8T-CXPVJNTBO6Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.171 [XNIO-1 task-2]  c18yzIo8T-CXPVJNTBO6Gg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.185 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:e924261e
16:29:45.191 [XNIO-1 task-2]  WxvNQptOQi-vjAmh1jEXzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/5ac27334
16:29:45.191 [XNIO-1 task-2]  WxvNQptOQi-vjAmh1jEXzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.191 [XNIO-1 task-2]  WxvNQptOQi-vjAmh1jEXzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.192 [XNIO-1 task-2]  WxvNQptOQi-vjAmh1jEXzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/5ac27334
16:29:45.218 [XNIO-1 task-2]  5CCSh4RmTzWOi2uNV6Wd0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/f7ba88ab, base path is set to: null
16:29:45.218 [XNIO-1 task-2]  5CCSh4RmTzWOi2uNV6Wd0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.218 [XNIO-1 task-2]  5CCSh4RmTzWOi2uNV6Wd0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:45.218 [XNIO-1 task-2]  5CCSh4RmTzWOi2uNV6Wd0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/f7ba88ab, base path is set to: null
16:29:45.219 [XNIO-1 task-2]  5CCSh4RmTzWOi2uNV6Wd0g DEBUG com.networknt.schema.TypeValidator debug - validate( "f7ba88ab", "f7ba88ab", serviceId)
16:29:45.276 [XNIO-1 task-2]  idhVBRDKSUitx21PhQqQGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/9dd69d00
16:29:45.276 [XNIO-1 task-2]  idhVBRDKSUitx21PhQqQGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.276 [XNIO-1 task-2]  idhVBRDKSUitx21PhQqQGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.276 [XNIO-1 task-2]  idhVBRDKSUitx21PhQqQGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/9dd69d00
16:29:45.313 [XNIO-1 task-2]  ZzuH4uIuT5aTY0Fdoo5pSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5add39ef, base path is set to: null
16:29:45.314 [XNIO-1 task-2]  ZzuH4uIuT5aTY0Fdoo5pSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.314 [XNIO-1 task-2]  ZzuH4uIuT5aTY0Fdoo5pSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:45.314 [XNIO-1 task-2]  ZzuH4uIuT5aTY0Fdoo5pSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5add39ef, base path is set to: null
16:29:45.314 [XNIO-1 task-2]  ZzuH4uIuT5aTY0Fdoo5pSQ DEBUG com.networknt.schema.TypeValidator debug - validate( "5add39ef", "5add39ef", serviceId)
16:29:45.318 [XNIO-1 task-2]  2HfIdjOlRxueFWYT6T75Ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.318 [XNIO-1 task-2]  2HfIdjOlRxueFWYT6T75Ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.319 [XNIO-1 task-2]  2HfIdjOlRxueFWYT6T75Ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.319 [XNIO-1 task-2]  2HfIdjOlRxueFWYT6T75Ag DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:45.352 [XNIO-1 task-2]  TsBjHmCWRdqOiUuhkVgqcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.352 [XNIO-1 task-2]  TsBjHmCWRdqOiUuhkVgqcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.352 [XNIO-1 task-2]  TsBjHmCWRdqOiUuhkVgqcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.353 [XNIO-1 task-2]  TsBjHmCWRdqOiUuhkVgqcQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:45.368 [XNIO-1 task-2]  NYcVgcpqQZCf5fDVVM9Lmg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/5add39ef
16:29:45.368 [XNIO-1 task-2]  NYcVgcpqQZCf5fDVVM9Lmg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.368 [XNIO-1 task-2]  NYcVgcpqQZCf5fDVVM9Lmg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.368 [XNIO-1 task-2]  NYcVgcpqQZCf5fDVVM9Lmg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/5add39ef
16:29:45.380 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.381 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.381 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.382 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.382 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.382 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:45.382 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:45.382 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG com.networknt.schema.TypeValidator debug - validate( "625c01ad-9ccb-4ace-90b2-c522ae3d", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:45.382 [XNIO-1 task-2]  B1Y_H5zoTMuqYbSjGZ81bA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.393 [XNIO-1 task-2]  BqkIk6o1QieUK-5SBt6Mcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.393 [XNIO-1 task-2]  BqkIk6o1QieUK-5SBt6Mcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.394 [XNIO-1 task-2]  BqkIk6o1QieUK-5SBt6Mcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.395 [XNIO-1 task-2]  BqkIk6o1QieUK-5SBt6Mcg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:45.397 [XNIO-1 task-2]  BqkIk6o1QieUK-5SBt6Mcg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:45.401 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:46cb4adb
16:29:45.416 [XNIO-1 task-2]  zJGV1N87TgyfSsRyl-hwEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ec85bd99
16:29:45.416 [XNIO-1 task-2]  zJGV1N87TgyfSsRyl-hwEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.416 [XNIO-1 task-2]  zJGV1N87TgyfSsRyl-hwEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.416 [XNIO-1 task-2]  zJGV1N87TgyfSsRyl-hwEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ec85bd99
16:29:45.423 [XNIO-1 task-2]  aTu3vNPHQWeZvqTdC2-UtA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.423 [XNIO-1 task-2]  aTu3vNPHQWeZvqTdC2-UtA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.423 [XNIO-1 task-2]  aTu3vNPHQWeZvqTdC2-UtA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.430 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:b848dd43
16:29:45.432 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:b848dd43
16:29:45.450 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:b848dd43
16:29:45.452 [XNIO-1 task-2]  qqUZct9BT22m_q9vw3elow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.452 [XNIO-1 task-2]  qqUZct9BT22m_q9vw3elow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.452 [XNIO-1 task-2]  qqUZct9BT22m_q9vw3elow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.470 [XNIO-1 task-2]  z5MAPptDSUWsP3YrHv3-2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ec85bd99
16:29:45.470 [XNIO-1 task-2]  z5MAPptDSUWsP3YrHv3-2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.470 [XNIO-1 task-2]  z5MAPptDSUWsP3YrHv3-2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.470 [XNIO-1 task-2]  z5MAPptDSUWsP3YrHv3-2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ec85bd99
16:29:45.475 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:b848dd43
16:29:45.483 [XNIO-1 task-2]  fZCTkM1tQdaM31lHvYKAqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/708fcf8d, base path is set to: null
16:29:45.483 [XNIO-1 task-2]  fZCTkM1tQdaM31lHvYKAqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.483 [XNIO-1 task-2]  fZCTkM1tQdaM31lHvYKAqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:45.483 [XNIO-1 task-2]  fZCTkM1tQdaM31lHvYKAqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/708fcf8d, base path is set to: null
16:29:45.483 [XNIO-1 task-2]  fZCTkM1tQdaM31lHvYKAqQ DEBUG com.networknt.schema.TypeValidator debug - validate( "708fcf8d", "708fcf8d", serviceId)
16:29:45.488 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:b848dd43
16:29:45.494 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.494 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.495 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.495 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.495 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.495 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:45.495 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:45.496 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG com.networknt.schema.TypeValidator debug - validate( "16649710-0658-4fe2-990d-c74bd144", {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:45.496 [XNIO-1 task-2]  phIL0cDpTtmjv03N7l6chA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a093136d","serviceName":"16649710-0658-4fe2-990d-c74bd144","serviceDesc":"5f70e08f-67a0-4436-8718-867e07773719","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.502 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:46cb4adb
16:29:45.514 [XNIO-1 task-2]  6xCfbuI-Ti6w5EunOIEhDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/da6c701d, base path is set to: null
16:29:45.514 [XNIO-1 task-2]  6xCfbuI-Ti6w5EunOIEhDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.514 [XNIO-1 task-2]  6xCfbuI-Ti6w5EunOIEhDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:45.514 [XNIO-1 task-2]  6xCfbuI-Ti6w5EunOIEhDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/da6c701d, base path is set to: null
16:29:45.515 [XNIO-1 task-2]  6xCfbuI-Ti6w5EunOIEhDg DEBUG com.networknt.schema.TypeValidator debug - validate( "da6c701d", "da6c701d", serviceId)
16:29:45.549 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:46cb4adb
16:29:45.553 [XNIO-1 task-2]  AHMBc-07Q5CxqTYos9H5rQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a093136d
16:29:45.553 [XNIO-1 task-2]  AHMBc-07Q5CxqTYos9H5rQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.553 [XNIO-1 task-2]  AHMBc-07Q5CxqTYos9H5rQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.553 [XNIO-1 task-2]  AHMBc-07Q5CxqTYos9H5rQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a093136d
16:29:45.573 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:c1e4b6b4
16:29:45.574 [XNIO-1 task-2]  k39mpESoRlOtPAoscUEbQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/4a8edce0
16:29:45.574 [XNIO-1 task-2]  k39mpESoRlOtPAoscUEbQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.574 [XNIO-1 task-2]  k39mpESoRlOtPAoscUEbQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.574 [XNIO-1 task-2]  k39mpESoRlOtPAoscUEbQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/4a8edce0
16:29:45.575 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:c1e4b6b4
16:29:45.588 [XNIO-1 task-2]  UgYLCjsBSpWhQt5-jAAKqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.588 [XNIO-1 task-2]  UgYLCjsBSpWhQt5-jAAKqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.588 [XNIO-1 task-2]  UgYLCjsBSpWhQt5-jAAKqw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.599 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:c1e4b6b4
16:29:45.606 [XNIO-1 task-2]  ju-YoZ-iQr-wgKVnWM9GSw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.606 [XNIO-1 task-2]  ju-YoZ-iQr-wgKVnWM9GSw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.607 [XNIO-1 task-2]  ju-YoZ-iQr-wgKVnWM9GSw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.625 [XNIO-1 task-2]  WSSdLFJbQfaXD94bO6ocGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.625 [XNIO-1 task-2]  WSSdLFJbQfaXD94bO6ocGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.625 [XNIO-1 task-2]  WSSdLFJbQfaXD94bO6ocGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.637 [XNIO-1 task-2]  E5SVqIdyQouB65G0JTN0uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/202d204d
16:29:45.637 [XNIO-1 task-2]  E5SVqIdyQouB65G0JTN0uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.637 [XNIO-1 task-2]  E5SVqIdyQouB65G0JTN0uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.638 [XNIO-1 task-2]  E5SVqIdyQouB65G0JTN0uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/202d204d
16:29:45.642 [XNIO-1 task-2]  T6NDMVKtRO6TRFEhrQnV0A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/36d61ad2, base path is set to: null
