16:29:40.148 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:66c2c2bd
16:29:46.521 [XNIO-1 task-1]  d4A-y7EmTSKWZ-GmYrPx7A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NTUyNWYwZjYtNWM2NS00ZmE1LWE4OGYtOGZjZTg1ZmNkMjZlOjFkNEtVUS1KVGwtdFdBeVRpa2VGcFE=", "Basic NTUyNWYwZjYtNWM2NS00ZmE1LWE4OGYtOGZjZTg1ZmNkMjZlOjFkNEtVUS1KVGwtdFdBeVRpa2VGcFE=", authorization)
16:29:46.526 [XNIO-1 task-1]  d4A-y7EmTSKWZ-GmYrPx7A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.527 [XNIO-1 task-4]  8ujzj6teSa6AijSIWZKNOg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.527 [XNIO-1 task-4]  8ujzj6teSa6AijSIWZKNOg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.527 [XNIO-1 task-4]  8ujzj6teSa6AijSIWZKNOg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.527 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.528 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.528 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.528 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.528 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", authorization)
16:29:46.535 [XNIO-1 task-1]  MkgydzbBQlOJVPMANidxRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.535 [XNIO-1 task-1]  MkgydzbBQlOJVPMANidxRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.536 [XNIO-1 task-1]  MkgydzbBQlOJVPMANidxRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.536 [XNIO-1 task-1]  MkgydzbBQlOJVPMANidxRg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NTUyNWYwZjYtNWM2NS00ZmE1LWE4OGYtOGZjZTg1ZmNkMjZlOjFkNEtVUS1KVGwtdFdBeVRpa2VGcFE=", "Basic NTUyNWYwZjYtNWM2NS00ZmE1LWE4OGYtOGZjZTg1ZmNkMjZlOjFkNEtVUS1KVGwtdFdBeVRpa2VGcFE=", authorization)
16:29:46.538 [XNIO-1 task-4]  8ujzj6teSa6AijSIWZKNOg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:46.539 [XNIO-1 task-4]  8ujzj6teSa6AijSIWZKNOg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.541 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:a63b2427-996a-427a-a04c-70a8a0b9bb5f
16:29:46.542 [XNIO-1 task-1]  MkgydzbBQlOJVPMANidxRg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.548 [XNIO-1 task-1]  NmnQPnOITiGCjXOR1ix8Hg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.548 [XNIO-1 task-1]  NmnQPnOITiGCjXOR1ix8Hg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.549 [XNIO-1 task-1]  NmnQPnOITiGCjXOR1ix8Hg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.550 [XNIO-1 task-1]  NmnQPnOITiGCjXOR1ix8Hg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.555 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.555 [XNIO-1 task-2]  jEHmD49HSiKx6Wg32QlZDg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.569 [XNIO-1 task-1]  JCXD19UHS1KxT02Yveq84g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.569 [XNIO-1 task-1]  JCXD19UHS1KxT02Yveq84g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.569 [XNIO-1 task-1]  JCXD19UHS1KxT02Yveq84g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.570 [XNIO-1 task-1]  JCXD19UHS1KxT02Yveq84g DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.576 [XNIO-1 task-1]  JCXD19UHS1KxT02Yveq84g INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.583 [XNIO-1 task-1]  -51e5WXeTliTRX_OY3FW1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.583 [XNIO-1 task-1]  -51e5WXeTliTRX_OY3FW1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.584 [XNIO-1 task-1]  -51e5WXeTliTRX_OY3FW1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.584 [XNIO-1 task-1]  -51e5WXeTliTRX_OY3FW1w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.589 [XNIO-1 task-1]  -51e5WXeTliTRX_OY3FW1w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.599 [XNIO-1 task-1]  IxRBoFRbT1O2GN4Ln02BZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.599 [XNIO-1 task-1]  IxRBoFRbT1O2GN4Ln02BZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.599 [XNIO-1 task-1]  IxRBoFRbT1O2GN4Ln02BZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.600 [XNIO-1 task-1]  IxRBoFRbT1O2GN4Ln02BZg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.606 [XNIO-1 task-1]  IxRBoFRbT1O2GN4Ln02BZg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.612 [XNIO-1 task-1]  Dnr11COnTN2f1Ol72dLmbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.612 [XNIO-1 task-1]  Dnr11COnTN2f1Ol72dLmbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.613 [XNIO-1 task-1]  Dnr11COnTN2f1Ol72dLmbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.613 [XNIO-1 task-1]  Dnr11COnTN2f1Ol72dLmbg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.620 [XNIO-1 task-1]  Dnr11COnTN2f1Ol72dLmbg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
Jun 28, 2024 4:29:46 PM com.hazelcast.map.impl.operation.DeleteOperation
16:29:46.625 [XNIO-1 task-1]  vxXFnW5NQ_mp6gS7qXG3TQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
16:29:46.625 [XNIO-1 task-1]  vxXFnW5NQ_mp6gS7qXG3TQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.625 [XNIO-1 task-1]  vxXFnW5NQ_mp6gS7qXG3TQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.625 [XNIO-1 task-1]  vxXFnW5NQ_mp6gS7qXG3TQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YzQ0YmJiNjItNDExMi00MTg1LTg1ZTUtM2ZmODIzYjM0OWNjOjBYV2F4RS14Ui1Da21UcnhtWmFTUEE=", "Basic YzQ0YmJiNjItNDExMi00MTg1LTg1ZTUtM2ZmODIzYjM0OWNjOjBYV2F4RS14Ui1Da21UcnhtWmFTUEE=", authorization)
16:29:46.628 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.628 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.629 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.629 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.629 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.629 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NTA5YmQ0NTUtMzY5MC00N2QzLWI3NWMtMWFkMGY1M2U3N2I3OmhTOFZmTVVFUzVtVW9kMkEycE9MdlE=", "Basic NTA5YmQ0NTUtMzY5MC00N2QzLWI3NWMtMWFkMGY1M2U3N2I3OmhTOFZmTVVFUzVtVW9kMkEycE9MdlE=", authorization)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
16:29:46.629 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = 0b5PHFtvS46zXiUvwM3Ldw redirectUri = http://localhost:8080/authorization
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
16:29:46.631 [XNIO-1 task-1]  vxXFnW5NQ_mp6gS7qXG3TQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.636 [XNIO-1 task-1]  RfPV7BlWQm-hjR3QFH3m3w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.636 [XNIO-1 task-1]  RfPV7BlWQm-hjR3QFH3m3w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.636 [XNIO-1 task-1]  RfPV7BlWQm-hjR3QFH3m3w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.636 [XNIO-1 task-1]  RfPV7BlWQm-hjR3QFH3m3w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.636 [XNIO-1 task-1]  RfPV7BlWQm-hjR3QFH3m3w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null

16:29:46.638 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:46.638 [XNIO-1 task-2]  r013YLwkRWuqDlh3_oy0UQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.640 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:0828d862-7f01-4872-8732-21c3f9cb5333
16:29:46.642 [XNIO-1 task-1]  RfPV7BlWQm-hjR3QFH3m3w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.648 [XNIO-1 task-1]  yCfRsab-TCCFfEoaBm68OA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.648 [XNIO-1 task-1]  yCfRsab-TCCFfEoaBm68OA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.648 [XNIO-1 task-1]  yCfRsab-TCCFfEoaBm68OA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.649 [XNIO-1 task-1]  yCfRsab-TCCFfEoaBm68OA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.656 [XNIO-1 task-1]  yCfRsab-TCCFfEoaBm68OA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.666 [XNIO-1 task-1]  eP7Vn0KXQ2qfukzVpF0Rag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.666 [XNIO-1 task-1]  eP7Vn0KXQ2qfukzVpF0Rag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.667 [XNIO-1 task-1]  eP7Vn0KXQ2qfukzVpF0Rag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.667 [XNIO-1 task-1]  eP7Vn0KXQ2qfukzVpF0Rag DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.673 [XNIO-1 task-1]  eP7Vn0KXQ2qfukzVpF0Rag INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.674 [XNIO-1 task-2]  lPNHhuyES3yf2bti6K3Ykw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.674 [XNIO-1 task-2]  lPNHhuyES3yf2bti6K3Ykw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.675 [XNIO-1 task-2]  lPNHhuyES3yf2bti6K3Ykw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.675 [XNIO-1 task-2]  lPNHhuyES3yf2bti6K3Ykw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = knmsme1xQN-W5NGiVipBzg redirectUri = http://localhost:8080/authorization
16:29:46.678 [XNIO-1 task-1]  wSK7ruC5QBu5OVCjzBcjzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.678 [XNIO-1 task-1]  wSK7ruC5QBu5OVCjzBcjzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.678 [XNIO-1 task-1]  wSK7ruC5QBu5OVCjzBcjzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.679 [XNIO-1 task-1]  wSK7ruC5QBu5OVCjzBcjzw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.681 [XNIO-1 task-4]  Fs2iq5FVQBS_CmCPId1mQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.681 [XNIO-1 task-4]  Fs2iq5FVQBS_CmCPId1mQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.681 [XNIO-1 task-4]  Fs2iq5FVQBS_CmCPId1mQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.681 [XNIO-1 task-4]  Fs2iq5FVQBS_CmCPId1mQA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = 218b717f-f297-4e91-81ce-139e80bd43de scope = null
16:29:46.684 [XNIO-1 task-1]  wSK7ruC5QBu5OVCjzBcjzw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.686 [XNIO-1 task-2]  lPNHhuyES3yf2bti6K3Ykw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.686 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:a63b2427-996a-427a-a04c-70a8a0b9bb5f
16:29:46.691 [XNIO-1 task-1]  9pswABc-T0eBuY6Dlgor7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.692 [XNIO-1 task-1]  9pswABc-T0eBuY6Dlgor7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.692 [XNIO-1 task-1]  9pswABc-T0eBuY6Dlgor7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.692 [XNIO-1 task-1]  9pswABc-T0eBuY6Dlgor7Q DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
com.networknt.exception.ApiException: {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 218b717f-f297-4e91-81ce-139e80bd43de is not found.","severity":"ERROR"}
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRequest(Oauth2TokenPostHandler.java:120)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.audit.AuditHandler.next(AuditHandler.java:192)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.body.BodyHandler.handleRequest(BodyHandler.java:124)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.correlation.CorrelationHandler.handleRequest(CorrelationHandler.java:77)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.exception.ExceptionHandler.handleRequest(ExceptionHandler.java:76)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:841)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:2019)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1449)
16:29:46.697 [XNIO-1 task-1]  9pswABc-T0eBuY6Dlgor7Q DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.698 [XNIO-1 task-4]  7v4jtJQdQKGXqGFXmbAomg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.698 [XNIO-1 task-4]  7v4jtJQdQKGXqGFXmbAomg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.698 [XNIO-1 task-4]  7v4jtJQdQKGXqGFXmbAomg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.699 [XNIO-1 task-4]  7v4jtJQdQKGXqGFXmbAomg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDcxOTgxYWYtZTc5Yy00ZWVhLTk0YjAtNjQyYTVmMTg1NTQ3Ok5BdnJzaTFBUlBpbTlnLXlGQTZHZXc=", "Basic MDcxOTgxYWYtZTc5Yy00ZWVhLTk0YjAtNjQyYTVmMTg1NTQ3Ok5BdnJzaTFBUlBpbTlnLXlGQTZHZXc=", authorization)
16:29:46.705 [XNIO-1 task-1]  dUM07AKxSwm0q_j3ct8z9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.705 [XNIO-1 task-1]  dUM07AKxSwm0q_j3ct8z9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.705 [XNIO-1 task-1]  dUM07AKxSwm0q_j3ct8z9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.706 [XNIO-1 task-1]  dUM07AKxSwm0q_j3ct8z9Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTMxMTRhMWUtYzdhYS00OTE3LThiN2QtN2IwNDFlYWY1OTQ3OkMwNFVGMEJ0VDhhSXBodnJuRWNUaEE=", "Basic OTMxMTRhMWUtYzdhYS00OTE3LThiN2QtN2IwNDFlYWY1OTQ3OkMwNFVGMEJ0VDhhSXBodnJuRWNUaEE=", authorization)
16:29:46.712 [XNIO-1 task-4]  7v4jtJQdQKGXqGFXmbAomg ERROR c.n.o.t.h.Oauth2TokenPostHandler handleRequest - ApiException
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRefreshToken(Oauth2TokenPostHandler.java:461)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.ValidatorHandler.handleRequest(ValidatorHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.audit.AuditHandler.handleRequest(AuditHandler.java:181)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.OpenApiHandler.handleRequest(OpenApiHandler.java:131)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.traceability.TraceabilityHandler.handleRequest(TraceabilityHandler.java:68)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:387)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1558)
	at java.base/java.lang.Thread.run(Unknown Source)
16:29:46.716 [XNIO-1 task-1]  dUM07AKxSwm0q_j3ct8z9Q DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.717 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:8db88c2c
16:29:46.724 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:a63b2427-996a-427a-a04c-70a8a0b9bb5f
16:29:46.726 [XNIO-1 task-1]  Si2DiUamQiGPxtTnqq3d6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.726 [XNIO-1 task-1]  Si2DiUamQiGPxtTnqq3d6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.727 [XNIO-1 task-1]  Si2DiUamQiGPxtTnqq3d6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.727 [XNIO-1 task-1]  Si2DiUamQiGPxtTnqq3d6A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.734 [XNIO-1 task-1]  Si2DiUamQiGPxtTnqq3d6A INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.740 [XNIO-1 task-1]  eMYz3NMAQJ2uFl0aCaktgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.748 [XNIO-1 task-1]  eMYz3NMAQJ2uFl0aCaktgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.748 [XNIO-1 task-1]  eMYz3NMAQJ2uFl0aCaktgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.749 [XNIO-1 task-1]  eMYz3NMAQJ2uFl0aCaktgA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.754 [XNIO-1 task-4]  xKrONnksSTKAXacPFYWz_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.754 [XNIO-1 task-4]  xKrONnksSTKAXacPFYWz_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.755 [XNIO-1 task-4]  xKrONnksSTKAXacPFYWz_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.755 [XNIO-1 task-4]  xKrONnksSTKAXacPFYWz_w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = 80Om7MdHRhaMrI-k6hWMhQ redirectUri = http://localhost:8080/authorization
16:29:46.756 [XNIO-1 task-1]  eMYz3NMAQJ2uFl0aCaktgA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.761 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:38918081
16:29:46.769 [XNIO-1 task-1]  vgeqrT8rQwemAKWVc_5eag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.770 [XNIO-1 task-1]  vgeqrT8rQwemAKWVc_5eag DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.770 [XNIO-1 task-1]  vgeqrT8rQwemAKWVc_5eag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.770 [XNIO-1 task-4]  xKrONnksSTKAXacPFYWz_w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
