07:00:39.862 [XNIO-1 task-1]  IVjgpRcpS0uPIqi1rvEOyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b2d764de", "b2d764de", serviceId)
07:00:47.129 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:47.129 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.132 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:499cb88c
07:00:47.142 [XNIO-1 task-2]  CXm8E2qITIGuuFV2k0xV6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.142 [XNIO-1 task-2]  CXm8E2qITIGuuFV2k0xV6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.142 [XNIO-1 task-2]  CXm8E2qITIGuuFV2k0xV6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.143 [XNIO-1 task-2]  CXm8E2qITIGuuFV2k0xV6Q DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:47.157 [XNIO-1 task-2]  bkChJ7dNTJqLX_FyQPnKZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/73790e32
07:00:47.157 [XNIO-1 task-2]  bkChJ7dNTJqLX_FyQPnKZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.157 [XNIO-1 task-2]  bkChJ7dNTJqLX_FyQPnKZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:47.158 [XNIO-1 task-2]  bkChJ7dNTJqLX_FyQPnKZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/73790e32
07:00:47.173 [XNIO-1 task-2]  i3dZH04PSW-g9k51DAcOGg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.173 [XNIO-1 task-2]  i3dZH04PSW-g9k51DAcOGg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.174 [XNIO-1 task-2]  i3dZH04PSW-g9k51DAcOGg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.190 [XNIO-1 task-2]  HSOqrRPXTte55ue_DAmTSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/8b536850, base path is set to: null
07:00:47.190 [XNIO-1 task-2]  HSOqrRPXTte55ue_DAmTSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.190 [XNIO-1 task-2]  HSOqrRPXTte55ue_DAmTSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:47.190 [XNIO-1 task-2]  HSOqrRPXTte55ue_DAmTSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/8b536850, base path is set to: null
07:00:47.192 [XNIO-1 task-2]  HSOqrRPXTte55ue_DAmTSg DEBUG com.networknt.schema.TypeValidator debug - validate( "8b536850", "8b536850", serviceId)
07:00:47.205 [XNIO-1 task-2]  Jr-IFsLXRv6MDdVT2weC2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.205 [XNIO-1 task-2]  Jr-IFsLXRv6MDdVT2weC2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.205 [XNIO-1 task-2]  Jr-IFsLXRv6MDdVT2weC2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.205 [XNIO-1 task-2]  Jr-IFsLXRv6MDdVT2weC2w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:47.226 [XNIO-1 task-2]  bTqyjtThSpWJmNqW2FHQug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.227 [XNIO-1 task-2]  bTqyjtThSpWJmNqW2FHQug DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.227 [XNIO-1 task-2]  bTqyjtThSpWJmNqW2FHQug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.227 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:375668c8
07:00:47.242 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.242 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.243 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.243 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.243 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.243 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.244 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:47.244 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG com.networknt.schema.TypeValidator debug - validate( "b793d8a7-6b5e-4511-b58b-cd96f315", {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:47.244 [XNIO-1 task-2]  L9xNjhlYTSav-b83XnIsKw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"71c90023","serviceName":"b793d8a7-6b5e-4511-b58b-cd96f315","serviceDesc":"681d5d57-f7b9-453b-821a-4fb196e533ea","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.271 [XNIO-1 task-2]  eRouXDA4Svu73Ht2m0HYHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.272 [XNIO-1 task-2]  eRouXDA4Svu73Ht2m0HYHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.272 [XNIO-1 task-2]  eRouXDA4Svu73Ht2m0HYHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.273 [XNIO-1 task-2]  eRouXDA4Svu73Ht2m0HYHg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
07:00:47.298 [XNIO-1 task-2]  JePQkSNWQzmUjtUSvi3pBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.298 [XNIO-1 task-2]  JePQkSNWQzmUjtUSvi3pBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.299 [XNIO-1 task-2]  JePQkSNWQzmUjtUSvi3pBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.318 [XNIO-1 task-2]  _GIREvXoQNSlo9V6k5K75A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.318 [XNIO-1 task-2]  _GIREvXoQNSlo9V6k5K75A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.319 [XNIO-1 task-2]  _GIREvXoQNSlo9V6k5K75A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.344 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:cfdbad64
07:00:47.350 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:cfdbad64
07:00:47.367 [XNIO-1 task-2]  C1LBMS1vQLGEwxNNk3kF4w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.368 [XNIO-1 task-2]  C1LBMS1vQLGEwxNNk3kF4w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.368 [XNIO-1 task-2]  C1LBMS1vQLGEwxNNk3kF4w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.387 [XNIO-1 task-2]  OjLip5VPRreeeTr6LyJUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/3cd06974
07:00:47.387 [XNIO-1 task-2]  OjLip5VPRreeeTr6LyJUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.387 [XNIO-1 task-2]  OjLip5VPRreeeTr6LyJUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:47.389 [XNIO-1 task-2]  OjLip5VPRreeeTr6LyJUpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/3cd06974
07:00:47.392 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.393 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.393 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.395 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.395 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.395 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.395 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:47.395 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG com.networknt.schema.TypeValidator debug - validate( "091d408c-f3e1-429b-a514-6bbdbc41", {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:47.395 [XNIO-1 task-2]  b2AXqGeESZiVSIgJmozkog DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3cd06974","serviceName":"091d408c-f3e1-429b-a514-6bbdbc41","serviceDesc":"6daf502a-46b4-480c-a689-be6341bd7e03","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.410 [XNIO-1 task-2]  C4g0obEXS8iwTfG6Y1RWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/513b8a6c, base path is set to: null
07:00:47.410 [XNIO-1 task-2]  C4g0obEXS8iwTfG6Y1RWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.410 [XNIO-1 task-2]  C4g0obEXS8iwTfG6Y1RWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:47.411 [XNIO-1 task-2]  C4g0obEXS8iwTfG6Y1RWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/513b8a6c, base path is set to: null
07:00:47.411 [XNIO-1 task-2]  C4g0obEXS8iwTfG6Y1RWqg DEBUG com.networknt.schema.TypeValidator debug - validate( "513b8a6c", "513b8a6c", serviceId)
07:00:47.416 [XNIO-1 task-2]  2pGXeVZaS0is7abJ0EjQ2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/513b8a6c
07:00:47.416 [XNIO-1 task-2]  2pGXeVZaS0is7abJ0EjQ2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.416 [XNIO-1 task-2]  2pGXeVZaS0is7abJ0EjQ2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:47.416 [XNIO-1 task-2]  2pGXeVZaS0is7abJ0EjQ2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/513b8a6c
07:00:47.434 [XNIO-1 task-2]  fD42NLc8RDy20AC-yY2oJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/94e2bb3c, base path is set to: null
07:00:47.434 [XNIO-1 task-2]  fD42NLc8RDy20AC-yY2oJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.434 [XNIO-1 task-2]  fD42NLc8RDy20AC-yY2oJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:47.434 [XNIO-1 task-2]  fD42NLc8RDy20AC-yY2oJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/94e2bb3c, base path is set to: null
07:00:47.434 [XNIO-1 task-2]  fD42NLc8RDy20AC-yY2oJg DEBUG com.networknt.schema.TypeValidator debug - validate( "94e2bb3c", "94e2bb3c", serviceId)
07:00:47.449 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:02928f7d-aea3-4e58-b504-278405b4edaa
07:00:47.453 [XNIO-1 task-2]  KNeO6BtkRG2YkJbdgQisdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/71c90023
07:00:47.453 [XNIO-1 task-2]  KNeO6BtkRG2YkJbdgQisdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.453 [XNIO-1 task-2]  KNeO6BtkRG2YkJbdgQisdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:47.453 [XNIO-1 task-2]  KNeO6BtkRG2YkJbdgQisdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/71c90023
07:00:47.465 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:cfdbad64
07:00:47.469 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.469 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.470 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.470 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.470 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.471 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG com.networknt.schema.TypeValidator debug - validate( "fbdf8bae-346e-4f71-b46a-813936bc7a00", {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:47.471 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG com.networknt.schema.TypeValidator debug - validate( "37e272e3", {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:47.471 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:47.471 [XNIO-1 task-2]  DVX29vvZTJa-dQhdkY43oA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"37e272e3","serviceName":"67c94cdd-f4a4-4b24-b1af-a530d83b","serviceDesc":"fbdf8bae-346e-4f71-b46a-813936bc7a00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.480 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:375668c8
07:00:47.483 [XNIO-1 task-2]  Y_3zUyCcQta0vjAeZHFUUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e6f73d91, base path is set to: null
07:00:47.483 [XNIO-1 task-2]  Y_3zUyCcQta0vjAeZHFUUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.483 [XNIO-1 task-2]  Y_3zUyCcQta0vjAeZHFUUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:47.483 [XNIO-1 task-2]  Y_3zUyCcQta0vjAeZHFUUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e6f73d91, base path is set to: null
07:00:47.484 [XNIO-1 task-2]  Y_3zUyCcQta0vjAeZHFUUw DEBUG com.networknt.schema.TypeValidator debug - validate( "e6f73d91", "e6f73d91", serviceId)
07:00:47.489 [XNIO-1 task-2]  mm_fv5AXRviPk6lOfq52SA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/96082ece
07:00:47.490 [XNIO-1 task-2]  mm_fv5AXRviPk6lOfq52SA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.490 [XNIO-1 task-2]  mm_fv5AXRviPk6lOfq52SA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:47.490 [XNIO-1 task-2]  mm_fv5AXRviPk6lOfq52SA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/96082ece
07:00:47.496 [XNIO-1 task-2]  p4CwB5LyTjmgCSIZFUtoDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.497 [XNIO-1 task-2]  p4CwB5LyTjmgCSIZFUtoDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.497 [XNIO-1 task-2]  p4CwB5LyTjmgCSIZFUtoDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:47.497 [XNIO-1 task-2]  p4CwB5LyTjmgCSIZFUtoDw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"b23994a6","serviceName":"3de4152a-e719-4ee4-9854-98051ed2","serviceDesc":"ad8278d4-c2f3-48f5-99e7-4abdc9896a6a","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b23994a6","serviceName":"3de4152a-e719-4ee4-9854-98051ed2","serviceDesc":"ad8278d4-c2f3-48f5-99e7-4abdc9896a6a","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.498 [XNIO-1 task-2]  p4CwB5LyTjmgCSIZFUtoDw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"b23994a6","serviceName":"3de4152a-e719-4ee4-9854-98051ed2","serviceDesc":"ad8278d4-c2f3-48f5-99e7-4abdc9896a6a","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b23994a6","serviceName":"3de4152a-e719-4ee4-9854-98051ed2","serviceDesc":"ad8278d4-c2f3-48f5-99e7-4abdc9896a6a","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
