16:40:09.861 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7134a462
16:40:15.404 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/29ac78da, base path is set to: null
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/29ac78da, base path is set to: null
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG com.networknt.schema.TypeValidator debug - validate( "29ac78da", "29ac78da", userId)
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"61ffa8df-de2e-4a18-894a-acbc6d9197d6","newPassword":"bba20d01-fc20-40ac-9a78-7f0c794f9f51","newPasswordConfirm":"bba20d01-fc20-40ac-9a78-7f0c794f9f51"}, {"password":"61ffa8df-de2e-4a18-894a-acbc6d9197d6","newPassword":"bba20d01-fc20-40ac-9a78-7f0c794f9f51","newPasswordConfirm":"bba20d01-fc20-40ac-9a78-7f0c794f9f51"}, requestBody)
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG com.networknt.schema.TypeValidator debug - validate( "bba20d01-fc20-40ac-9a78-7f0c794f9f51", {"password":"61ffa8df-de2e-4a18-894a-acbc6d9197d6","newPassword":"bba20d01-fc20-40ac-9a78-7f0c794f9f51","newPasswordConfirm":"bba20d01-fc20-40ac-9a78-7f0c794f9f51"}, requestBody.newPasswordConfirm)
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG com.networknt.schema.TypeValidator debug - validate( "61ffa8df-de2e-4a18-894a-acbc6d9197d6", {"password":"61ffa8df-de2e-4a18-894a-acbc6d9197d6","newPassword":"bba20d01-fc20-40ac-9a78-7f0c794f9f51","newPasswordConfirm":"bba20d01-fc20-40ac-9a78-7f0c794f9f51"}, requestBody.password)
16:40:15.405 [XNIO-1 task-1]  JQQl3NQbQyS7RnwFhBNX-w DEBUG com.networknt.schema.TypeValidator debug - validate( "bba20d01-fc20-40ac-9a78-7f0c794f9f51", {"password":"61ffa8df-de2e-4a18-894a-acbc6d9197d6","newPassword":"bba20d01-fc20-40ac-9a78-7f0c794f9f51","newPasswordConfirm":"bba20d01-fc20-40ac-9a78-7f0c794f9f51"}, requestBody.newPassword)
16:40:15.415 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:29ac78da
16:40:15.425 [XNIO-1 task-1]  Dg7ZQDZLRC6pEWCrmelINQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/29ac78da, base path is set to: null
16:40:15.425 [XNIO-1 task-1]  Dg7ZQDZLRC6pEWCrmelINQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.426 [XNIO-1 task-1]  Dg7ZQDZLRC6pEWCrmelINQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:15.426 [XNIO-1 task-1]  Dg7ZQDZLRC6pEWCrmelINQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/29ac78da, base path is set to: null
16:40:15.426 [XNIO-1 task-1]  Dg7ZQDZLRC6pEWCrmelINQ DEBUG com.networknt.schema.TypeValidator debug - validate( "29ac78da", "29ac78da", userId)
16:40:15.436 [XNIO-1 task-1]  vnTqTGyxSMy_7V72j1x0rg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.438 [XNIO-1 task-1]  vnTqTGyxSMy_7V72j1x0rg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.438 [XNIO-1 task-1]  vnTqTGyxSMy_7V72j1x0rg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.438 [XNIO-1 task-1]  vnTqTGyxSMy_7V72j1x0rg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:15.445 [XNIO-1 task-1]  UyWNdRlaQki7ImcKCr_ArA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.445 [XNIO-1 task-1]  UyWNdRlaQki7ImcKCr_ArA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.445 [XNIO-1 task-1]  UyWNdRlaQki7ImcKCr_ArA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.453 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:603735df
16:40:15.454 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:603735df
16:40:15.464 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:928e4f05-3e65-43fa-b93c-2918c6c879f5
16:40:15.465 [XNIO-1 task-1]  _cVa_JUWTYmSxEz1hr2UYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.465 [XNIO-1 task-1]  _cVa_JUWTYmSxEz1hr2UYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.466 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:928e4f05-3e65-43fa-b93c-2918c6c879f5
16:40:15.472 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:24f74ea7
16:40:15.474 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:60e110b9
16:40:15.475 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:60e110b9
16:40:15.481 [XNIO-1 task-1]  2j2YpkP9TjaZezZgsQkBdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.481 [XNIO-1 task-1]  2j2YpkP9TjaZezZgsQkBdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.481 [XNIO-1 task-1]  2j2YpkP9TjaZezZgsQkBdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.489 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:ac9f6fb9
16:40:15.490 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:ac9f6fb9
16:40:15.498 [XNIO-1 task-1]  2JVsiZcUT1OD_Tds6ZxDvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.498 [XNIO-1 task-1]  2JVsiZcUT1OD_Tds6ZxDvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.498 [XNIO-1 task-1]  2JVsiZcUT1OD_Tds6ZxDvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.498 [XNIO-1 task-1]  2JVsiZcUT1OD_Tds6ZxDvw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.503 [XNIO-1 task-1]  7n4MXoUHSsWmcoazz03u_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/603735df
16:40:15.503 [XNIO-1 task-1]  7n4MXoUHSsWmcoazz03u_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.503 [XNIO-1 task-1]  7n4MXoUHSsWmcoazz03u_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.503 [XNIO-1 task-1]  7n4MXoUHSsWmcoazz03u_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/603735df
16:40:15.503 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:603735df
16:40:15.514 [XNIO-1 task-1]  cbS4GNd0RgeEwDUXbFgfPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.514 [XNIO-1 task-1]  cbS4GNd0RgeEwDUXbFgfPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.515 [XNIO-1 task-1]  cbS4GNd0RgeEwDUXbFgfPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.515 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:60e110b9
16:40:15.535 [XNIO-1 task-1]  39JRQQxxRLKPFjeKGW_9qw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.535 [XNIO-1 task-1]  39JRQQxxRLKPFjeKGW_9qw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.535 [XNIO-1 task-1]  39JRQQxxRLKPFjeKGW_9qw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.535 [XNIO-1 task-1]  39JRQQxxRLKPFjeKGW_9qw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.543 [XNIO-1 task-1]  _Z4ReXmmTbCXFgVSTN0A-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.543 [XNIO-1 task-1]  _Z4ReXmmTbCXFgVSTN0A-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.543 [XNIO-1 task-1]  _Z4ReXmmTbCXFgVSTN0A-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.543 [XNIO-1 task-1]  _Z4ReXmmTbCXFgVSTN0A-w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.555 [XNIO-1 task-1]  h1Pw_KGRS5SmXkg1c9cGig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/ac9f6fb9
16:40:15.555 [XNIO-1 task-1]  h1Pw_KGRS5SmXkg1c9cGig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.555 [XNIO-1 task-1]  h1Pw_KGRS5SmXkg1c9cGig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.555 [XNIO-1 task-1]  h1Pw_KGRS5SmXkg1c9cGig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/ac9f6fb9
16:40:15.555 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:ac9f6fb9
16:40:15.569 [XNIO-1 task-1]  AsQxiRPZTsGdD1xWPfLkIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.569 [XNIO-1 task-1]  AsQxiRPZTsGdD1xWPfLkIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.570 [XNIO-1 task-1]  AsQxiRPZTsGdD1xWPfLkIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.570 [XNIO-1 task-1]  AsQxiRPZTsGdD1xWPfLkIA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.575 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60e110b9
16:40:15.575 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60e110b9
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, requestBody)
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, requestBody)
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG com.networknt.schema.FormatValidator debug - validate( "34ed4d3d-539d-4794-97f0-9932a4754131", {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, requestBody.newPasswordConfirm)
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG com.networknt.schema.FormatValidator debug - validate( "69bc0c61-2641-4f53-b183-d332127b7388", {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, requestBody.password)
16:40:15.576 [XNIO-1 task-1]  lftTjem4RlG1ep1-EW3Ghw DEBUG com.networknt.schema.FormatValidator debug - validate( "34ed4d3d-539d-4794-97f0-9932a4754131", {"password":"69bc0c61-2641-4f53-b183-d332127b7388","newPassword":"34ed4d3d-539d-4794-97f0-9932a4754131","newPasswordConfirm":"34ed4d3d-539d-4794-97f0-9932a4754131"}, requestBody.newPassword)
16:40:15.589 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:60e110b9
16:40:15.601 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60e110b9
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/60e110b9
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, requestBody)
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, requestBody)
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG com.networknt.schema.FormatValidator debug - validate( "e32c04a1-19e9-41d1-9a4c-545f27c2b3f7", {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, requestBody.newPasswordConfirm)
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG com.networknt.schema.FormatValidator debug - validate( "34ed4d3d-539d-4794-97f0-9932a4754131", {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, requestBody.password)
16:40:15.602 [XNIO-1 task-1]  6EkUKqEBSoCb4dgM63BOtg DEBUG com.networknt.schema.FormatValidator debug - validate( "e32c04a1-19e9-41d1-9a4c-545f27c2b3f7", {"password":"34ed4d3d-539d-4794-97f0-9932a4754131","newPassword":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7","newPasswordConfirm":"e32c04a1-19e9-41d1-9a4c-545f27c2b3f7"}, requestBody.newPassword)
16:40:15.612 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:60e110b9
16:40:15.619 [XNIO-1 task-1]  p1jrxUu_T1efLbLGZZ0LkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/60e110b9
16:40:15.619 [XNIO-1 task-1]  p1jrxUu_T1efLbLGZZ0LkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.619 [XNIO-1 task-1]  p1jrxUu_T1efLbLGZZ0LkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.619 [XNIO-1 task-1]  p1jrxUu_T1efLbLGZZ0LkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/60e110b9
16:40:15.620 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:60e110b9
16:40:15.631 [XNIO-1 task-1]  tgSxLY-JTz6vYk5pkILmGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.631 [XNIO-1 task-1]  tgSxLY-JTz6vYk5pkILmGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.631 [XNIO-1 task-1]  tgSxLY-JTz6vYk5pkILmGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.649 [XNIO-1 task-1]  TvhBUivEQ3K4jTFtSSVMvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.649 [XNIO-1 task-1]  TvhBUivEQ3K4jTFtSSVMvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.649 [XNIO-1 task-1]  TvhBUivEQ3K4jTFtSSVMvw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.649 [XNIO-1 task-1]  TvhBUivEQ3K4jTFtSSVMvw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.658 [XNIO-1 task-1]  GgGfEcZRRteUuBECwXo3gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/d249056d
16:40:15.658 [XNIO-1 task-1]  GgGfEcZRRteUuBECwXo3gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.658 [XNIO-1 task-1]  GgGfEcZRRteUuBECwXo3gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.658 [XNIO-1 task-1]  GgGfEcZRRteUuBECwXo3gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/d249056d
16:40:15.665 [XNIO-1 task-1]  YkNY-pFMSOuk2yq7CC6Q-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.666 [XNIO-1 task-1]  YkNY-pFMSOuk2yq7CC6Q-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.666 [XNIO-1 task-1]  YkNY-pFMSOuk2yq7CC6Q-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.666 [XNIO-1 task-1]  YkNY-pFMSOuk2yq7CC6Q-w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:15.669 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:4e7d7126-7169-4d3b-81d8-080ed96a7d1e
16:40:15.670 [XNIO-1 task-1]  HzOQZ6c8TmWQ7WWVTlv9CQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.670 [XNIO-1 task-1]  HzOQZ6c8TmWQ7WWVTlv9CQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.670 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:4e7d7126-7169-4d3b-81d8-080ed96a7d1e
16:40:15.671 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:4e7d7126-7169-4d3b-81d8-080ed96a7d1e
16:40:15.671 [XNIO-1 task-1]  HzOQZ6c8TmWQ7WWVTlv9CQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.676 [XNIO-1 task-1]  iMPVU3eIRuKzYCBDRAJxQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.676 [XNIO-1 task-1]  iMPVU3eIRuKzYCBDRAJxQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.676 [XNIO-1 task-1]  iMPVU3eIRuKzYCBDRAJxQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.694 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:4e7d7126-7169-4d3b-81d8-080ed96a7d1e
16:40:15.700 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:506850b2
16:40:15.706 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:7e31b039
16:40:15.713 [XNIO-1 task-1]  2Op4DCgZROyijAD0etbI0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.714 [XNIO-1 task-1]  2Op4DCgZROyijAD0etbI0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.714 [XNIO-1 task-1]  2Op4DCgZROyijAD0etbI0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.714 [XNIO-1 task-1]  2Op4DCgZROyijAD0etbI0Q DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:15.721 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/7e31b039, base path is set to: null
16:40:15.721 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/7e31b039, base path is set to: null
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG com.networknt.schema.TypeValidator debug - validate( "7e31b039", "7e31b039", userId)
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"64c2139f-4de2-4d9b-b851-9ec434eeb3a5","newPassword":"d4610ca4-c082-4a49-a3ee-9b6572128572","newPasswordConfirm":"d4610ca4-c082-4a49-a3ee-9b6572128572"}, {"password":"64c2139f-4de2-4d9b-b851-9ec434eeb3a5","newPassword":"d4610ca4-c082-4a49-a3ee-9b6572128572","newPasswordConfirm":"d4610ca4-c082-4a49-a3ee-9b6572128572"}, requestBody)
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG com.networknt.schema.TypeValidator debug - validate( "d4610ca4-c082-4a49-a3ee-9b6572128572", {"password":"64c2139f-4de2-4d9b-b851-9ec434eeb3a5","newPassword":"d4610ca4-c082-4a49-a3ee-9b6572128572","newPasswordConfirm":"d4610ca4-c082-4a49-a3ee-9b6572128572"}, requestBody.newPasswordConfirm)
16:40:15.722 [XNIO-1 task-1]  sA07xUjySouwqWHr43Y-GQ DEBUG com.networknt.schema.TypeValidator debug - validate( "64c2139f-4de2-4d9b-b851-9ec434eeb3a5", {"password":"64c2139f-4de2-4d9b-b851-9ec434eeb3a5","newPassword":"d4610ca4-c082-4a49-a3ee-9b6572128572","newPasswordConfirm":"d4610ca4-c082-4a49-a3ee-9b6572128572"}, requestBody.password)
