20:00:39.952 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG com.zaxxer.hikari.pool.HikariPool checkFailFast - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@fe063ff
20:00:46.638 [XNIO-1 task-2]  ylrsOEZ-SUyMl7f08VKI4A DEBUG com.networknt.schema.TypeValidator debug - validate( "377b66d4", "377b66d4", serviceId)
20:00:46.642 [XNIO-1 task-2]  -WrYj-qjRNy82H1da8GAIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/377b66d4
20:00:46.642 [XNIO-1 task-2]  -WrYj-qjRNy82H1da8GAIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.642 [XNIO-1 task-2]  -WrYj-qjRNy82H1da8GAIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.643 [XNIO-1 task-2]  -WrYj-qjRNy82H1da8GAIA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/377b66d4
20:00:46.650 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.650 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.650 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.651 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.651 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.651 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.651 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.651 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG com.networknt.schema.TypeValidator debug - validate( "6cca2911-a89c-47fd-9d00-d5d461bb", {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.651 [XNIO-1 task-2]  JEQmdvapRkKQCxMXFg5Fug DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"059e9d7c","serviceName":"6cca2911-a89c-47fd-9d00-d5d461bb","serviceDesc":"bf97488f-a7df-4f74-9f34-7264f262d2b2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.657 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:59fd5414-d66f-4a20-a5cb-935a15c7fcd7
20:00:46.662 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.662 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.663 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.663 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.663 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.664 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.664 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.664 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG com.networknt.schema.TypeValidator debug - validate( "da579419-c132-4e52-9dc6-78f97c22", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.664 [XNIO-1 task-2]  K9OOFrVISnG77j45vjcboQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.678 [XNIO-1 task-2]  N1tbA4J5ToyILhXMaYm8Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.678 [XNIO-1 task-2]  N1tbA4J5ToyILhXMaYm8Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.678 [XNIO-1 task-2]  N1tbA4J5ToyILhXMaYm8Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.691 [XNIO-1 task-2]  ao18_f5mRNWg0ZdIANfA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/1276e79a, base path is set to: null
20:00:46.691 [XNIO-1 task-2]  ao18_f5mRNWg0ZdIANfA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.691 [XNIO-1 task-2]  ao18_f5mRNWg0ZdIANfA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.691 [XNIO-1 task-2]  ao18_f5mRNWg0ZdIANfA0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/1276e79a, base path is set to: null
20:00:46.692 [XNIO-1 task-2]  ao18_f5mRNWg0ZdIANfA0Q DEBUG com.networknt.schema.TypeValidator debug - validate( "1276e79a", "1276e79a", serviceId)
20:00:46.709 [XNIO-1 task-2]  -AhCuGfpTO6breExRKgEZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/362ee8ca
20:00:46.709 [XNIO-1 task-2]  -AhCuGfpTO6breExRKgEZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.709 [XNIO-1 task-2]  -AhCuGfpTO6breExRKgEZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.709 [XNIO-1 task-2]  -AhCuGfpTO6breExRKgEZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/362ee8ca
20:00:46.713 [XNIO-1 task-2]  3M5xqUUPSG-bp414AiWhTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.713 [XNIO-1 task-2]  3M5xqUUPSG-bp414AiWhTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.713 [XNIO-1 task-2]  3M5xqUUPSG-bp414AiWhTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.714 [XNIO-1 task-2]  3M5xqUUPSG-bp414AiWhTA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.717 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:6d7ba740-23fa-4428-8f55-1ddd3192ac09
20:00:46.731 [XNIO-1 task-2]  1xNWBUjkRu-UiHF35mZ7xw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.731 [XNIO-1 task-2]  1xNWBUjkRu-UiHF35mZ7xw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.731 [XNIO-1 task-2]  1xNWBUjkRu-UiHF35mZ7xw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.732 [XNIO-1 task-2]  1xNWBUjkRu-UiHF35mZ7xw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.748 [XNIO-1 task-2]  SSF7wcRHRL2cOQ1Hd7rqdA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.748 [XNIO-1 task-2]  SSF7wcRHRL2cOQ1Hd7rqdA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.748 [XNIO-1 task-2]  SSF7wcRHRL2cOQ1Hd7rqdA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.748 [XNIO-1 task-2]  SSF7wcRHRL2cOQ1Hd7rqdA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.791 [XNIO-1 task-2]  KkzQnUhIR56FN7grfPjQUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.791 [XNIO-1 task-2]  KkzQnUhIR56FN7grfPjQUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.792 [XNIO-1 task-2]  KkzQnUhIR56FN7grfPjQUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.792 [XNIO-1 task-2]  KkzQnUhIR56FN7grfPjQUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.821 [XNIO-1 task-2]  gD8T83pUQF2DPnzSqVfAvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.821 [XNIO-1 task-2]  gD8T83pUQF2DPnzSqVfAvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.821 [XNIO-1 task-2]  gD8T83pUQF2DPnzSqVfAvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.821 [XNIO-1 task-2]  gD8T83pUQF2DPnzSqVfAvw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.831 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.832 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.832 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.833 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.833 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.833 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.834 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.834 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG com.networknt.schema.TypeValidator debug - validate( "afcf85ea-9dd1-42b6-98f0-56a44e0b", {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.834 [XNIO-1 task-2]  rZBOBmBwQ0qEfEEI49gpDg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"377b66d4","serviceName":"afcf85ea-9dd1-42b6-98f0-56a44e0b","serviceDesc":"066a46f6-554e-4e7c-912e-c1a0c795b8a7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.835 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3779b4d6
20:00:46.837 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:50052f22-6184-4fb9-bd1d-c157486ef163
20:00:46.838 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:50052f22-6184-4fb9-bd1d-c157486ef163
20:00:46.844 [XNIO-1 task-2]  3RkpfxlUTtaGPFovgiEFyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.844 [XNIO-1 task-2]  3RkpfxlUTtaGPFovgiEFyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.845 [XNIO-1 task-2]  3RkpfxlUTtaGPFovgiEFyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.853 [XNIO-1 task-2]  apMloXXISU2U5CmRqoYEPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/362ee8ca
20:00:46.854 [XNIO-1 task-2]  apMloXXISU2U5CmRqoYEPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.854 [XNIO-1 task-2]  apMloXXISU2U5CmRqoYEPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.854 [XNIO-1 task-2]  apMloXXISU2U5CmRqoYEPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/362ee8ca
20:00:46.856 [XNIO-1 task-2]  nZ6uKJuJQ8WBAkRIbGZeLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.856 [XNIO-1 task-2]  nZ6uKJuJQ8WBAkRIbGZeLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.857 [XNIO-1 task-2]  nZ6uKJuJQ8WBAkRIbGZeLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.867 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:50052f22-6184-4fb9-bd1d-c157486ef163
20:00:46.874 [XNIO-1 task-2]  Prduja2wSuGTWOX2eOI2Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/377b66d4
20:00:46.874 [XNIO-1 task-2]  Prduja2wSuGTWOX2eOI2Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.874 [XNIO-1 task-2]  Prduja2wSuGTWOX2eOI2Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.875 [XNIO-1 task-2]  Prduja2wSuGTWOX2eOI2Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/377b66d4
20:00:46.878 [XNIO-1 task-2]  lwMIc8z4RqKrH-FQ4YNy9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/059e9d7c, base path is set to: null
20:00:46.879 [XNIO-1 task-2]  lwMIc8z4RqKrH-FQ4YNy9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.879 [XNIO-1 task-2]  lwMIc8z4RqKrH-FQ4YNy9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.879 [XNIO-1 task-2]  lwMIc8z4RqKrH-FQ4YNy9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/059e9d7c, base path is set to: null
20:00:46.879 [XNIO-1 task-2]  lwMIc8z4RqKrH-FQ4YNy9w DEBUG com.networknt.schema.TypeValidator debug - validate( "059e9d7c", "059e9d7c", serviceId)
20:00:46.893 [XNIO-1 task-2]  KlfbVBU4QL-h2KXuwTTDXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/362ee8ca
20:00:46.893 [XNIO-1 task-2]  KlfbVBU4QL-h2KXuwTTDXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.893 [XNIO-1 task-2]  KlfbVBU4QL-h2KXuwTTDXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.893 [XNIO-1 task-2]  KlfbVBU4QL-h2KXuwTTDXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/362ee8ca
20:00:46.897 [XNIO-1 task-2]  BTfIG6qZTrWHKZ75QDJ9mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.898 [XNIO-1 task-2]  BTfIG6qZTrWHKZ75QDJ9mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.899 [XNIO-1 task-2]  BTfIG6qZTrWHKZ75QDJ9mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.914 [XNIO-1 task-2]  Yjeb1ebVQq2vT6amQ2J5yw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/377b66d4, base path is set to: null
20:00:46.915 [XNIO-1 task-2]  Yjeb1ebVQq2vT6amQ2J5yw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.915 [XNIO-1 task-2]  Yjeb1ebVQq2vT6amQ2J5yw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.915 [XNIO-1 task-2]  Yjeb1ebVQq2vT6amQ2J5yw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/377b66d4, base path is set to: null
20:00:46.915 [XNIO-1 task-2]  Yjeb1ebVQq2vT6amQ2J5yw DEBUG com.networknt.schema.TypeValidator debug - validate( "377b66d4", "377b66d4", serviceId)
20:00:46.922 [XNIO-1 task-2]  DpWmLybkS6m36usyfSEeXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.922 [XNIO-1 task-2]  DpWmLybkS6m36usyfSEeXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.922 [XNIO-1 task-2]  DpWmLybkS6m36usyfSEeXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.923 [XNIO-1 task-2]  DpWmLybkS6m36usyfSEeXA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
20:00:46.927 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:2041d0b3-6035-4c45-95a5-e1a4c13ae925
20:00:46.940 [XNIO-1 task-2]  ryEjqP_dQfaLKpgP2ar9OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/362ee8ca, base path is set to: null
20:00:46.941 [XNIO-1 task-2]  ryEjqP_dQfaLKpgP2ar9OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.941 [XNIO-1 task-2]  ryEjqP_dQfaLKpgP2ar9OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.941 [XNIO-1 task-2]  ryEjqP_dQfaLKpgP2ar9OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/362ee8ca, base path is set to: null
20:00:46.941 [XNIO-1 task-2]  ryEjqP_dQfaLKpgP2ar9OQ DEBUG com.networknt.schema.TypeValidator debug - validate( "362ee8ca", "362ee8ca", serviceId)
20:00:46.957 [XNIO-1 task-2]  bcbewj1YQnyRRH3C3XBTBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.957 [XNIO-1 task-2]  bcbewj1YQnyRRH3C3XBTBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.958 [XNIO-1 task-2]  bcbewj1YQnyRRH3C3XBTBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
