09:00:41.004 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:815aa1f2
09:00:47.108 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:47.108 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.109 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:47.109 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:47.111 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.111 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.117 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.119 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.119 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.119 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.120 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG com.networknt.schema.TypeValidator debug - validate( "H0G5vHOXgo4v35FsxtCA-r8xdBABooMNdQgCaXIebfI", "H0G5vHOXgo4v35FsxtCA-r8xdBABooMNdQgCaXIebfI", code_challenge)
09:00:47.120 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:47.120 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:47.120 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.121 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:47.121 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:47.121 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:47.123 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.123 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.128 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.128 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.131 [XNIO-1 task-1]  2Bz7s5cVSlGCx7SpWzb4YQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=U1C42zXVSaCf_eZLjBrb9Q
09:00:47.134 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.134 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.134 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.134 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.135 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.135 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.135 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.136 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.142 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.142 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.143 [XNIO-1 task-1]  zlEaTEE8Q-CwV6luZUC0tA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=YESy5r4HT3mnchtP3Pdf5w
09:00:47.148 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.148 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.149 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.152 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.152 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.152 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.153 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.153 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.162 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.163 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.164 [XNIO-1 task-1]  1HICGo7CRlCyVGhwdI2z8w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=y1viU5eCQiCDGpUYYdnZig
09:00:47.170 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.170 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.170 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.170 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.170 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.171 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.171 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.171 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.172 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.172 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.172 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.172 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG com.networknt.schema.TypeValidator debug - validate( "eiBy8OTp5wvXNikLZIAwEhzBOs1EicvRMxPNC2J_v0k", "eiBy8OTp5wvXNikLZIAwEhzBOs1EicvRMxPNC2J_v0k", code_challenge)
09:00:47.173 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:47.173 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:47.173 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.173 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:47.173 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:47.173 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:47.179 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.179 [XNIO-1 task-1]  8l7eel7pRjy4dVT3RYheCg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.187 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.188 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.192 [XNIO-1 task-2]  LLBea9WRQ1WVO6LcOdUUug DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=WOippCigR3G_xxzMRzRcCA
09:00:47.224 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.224 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.225 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.225 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG com.networknt.schema.TypeValidator debug - validate( "f400c9d0-0010-4c7e-b33a-cc201003748e", "f400c9d0-0010-4c7e-b33a-cc201003748e", client_id)
09:00:47.225 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.225 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.226 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.226 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.230 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:c2266f5f-880e-4d86-b455-70e2ce22b2dd
java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
09:00:47.249 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.252 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.252 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.252 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.252 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG com.networknt.schema.TypeValidator debug - validate( "bfc60134-fb55-4945-9780-5f603a2668fb", "bfc60134-fb55-4945-9780-5f603a2668fb", client_id)
09:00:47.252 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:47.253 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.253 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:47.253 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:47.253 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:47.256 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.256 [XNIO-1 task-2]  oKTnl2x_QFuHWc_AV1n_jg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.259 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.260 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.261 [XNIO-1 task-1]  jgYnaLXHRSGJ7M2ao4HCmQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=RxpGAoSjR_ecjm7Bjx46KQ
09:00:47.261 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.261 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.262 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.262 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "f400c9d0-0010-4c7e-b33a-cc201003748e", "f400c9d0-0010-4c7e-b33a-cc201003748e", client_id)
09:00:47.262 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.262 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.262 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.263 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.263 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.269 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.269 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.269 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.269 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.270 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.270 [XNIO-1 task-2]  -kqZrhmaRRy3lub_6xCRvQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=j1ac_p-eTv2fjMKaQ80FWg
09:00:47.270 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.271 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.271 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.271 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.273 [XNIO-1 task-1]  7X9Ctoa5QHa6FUR7yH6AZA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.276 [XNIO-1 task-2]  y1XAZOV6Ru2yTlnECpUoGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
