16:40:50.940 [XNIO-1 task-2]  w36eAxhJTze5C9rp4bvKvA DEBUG com.networknt.schema.TypeValidator debug - validate( "e65c6856", "e65c6856", serviceId)
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "797b6a73-604a-4111-96a4-827df6c82319", {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "0ea35953", {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:54.791 [XNIO-1 task-2]  asm3FnjJSBKH-owtrRfXeQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea35953","serviceName":"7921bc90-b8a7-4601-bea3-f984ed44","serviceDesc":"797b6a73-604a-4111-96a4-827df6c82319","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.799 [XNIO-1 task-2]  zBRAybYdRcibWgUvlUg68Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.799 [XNIO-1 task-2]  zBRAybYdRcibWgUvlUg68Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.799 [XNIO-1 task-2]  zBRAybYdRcibWgUvlUg68Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.807 [XNIO-1 task-2]  GWSyaD5sRyiWVqfNxGIM-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/62121612
16:40:54.807 [XNIO-1 task-2]  GWSyaD5sRyiWVqfNxGIM-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.807 [XNIO-1 task-2]  GWSyaD5sRyiWVqfNxGIM-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:54.807 [XNIO-1 task-2]  GWSyaD5sRyiWVqfNxGIM-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/62121612
16:40:54.813 [XNIO-1 task-2]  39AiuQ60StaYgPovEEjXVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/34fe0b65, base path is set to: null
16:40:54.813 [XNIO-1 task-2]  39AiuQ60StaYgPovEEjXVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.813 [XNIO-1 task-2]  39AiuQ60StaYgPovEEjXVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:54.813 [XNIO-1 task-2]  39AiuQ60StaYgPovEEjXVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/34fe0b65, base path is set to: null
16:40:54.813 [XNIO-1 task-2]  39AiuQ60StaYgPovEEjXVg DEBUG com.networknt.schema.TypeValidator debug - validate( "34fe0b65", "34fe0b65", serviceId)
16:40:54.814 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:34fe0b65
16:40:54.820 [XNIO-1 task-2]  i_x0b13vS3iIs2MSUMn3PQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.820 [XNIO-1 task-2]  i_x0b13vS3iIs2MSUMn3PQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.820 [XNIO-1 task-2]  i_x0b13vS3iIs2MSUMn3PQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.820 [XNIO-1 task-2]  i_x0b13vS3iIs2MSUMn3PQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.855 [XNIO-1 task-2]  EmhG7YCwQ0yTrdZ4tF6rAA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.855 [XNIO-1 task-2]  EmhG7YCwQ0yTrdZ4tF6rAA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.855 [XNIO-1 task-2]  EmhG7YCwQ0yTrdZ4tF6rAA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.910 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:b0db472b-15b6-4495-8d3a-8df76d0819be
16:40:54.912 [XNIO-1 task-2]  gB57WlCESX633GKM_iOuTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.912 [XNIO-1 task-2]  gB57WlCESX633GKM_iOuTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.913 [XNIO-1 task-2]  gB57WlCESX633GKM_iOuTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.913 [XNIO-1 task-2]  gB57WlCESX633GKM_iOuTQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.925 [XNIO-1 task-2]  nr48cD-vQYiaVn76Zmw_MQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.925 [XNIO-1 task-2]  nr48cD-vQYiaVn76Zmw_MQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.925 [XNIO-1 task-2]  nr48cD-vQYiaVn76Zmw_MQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.948 [XNIO-1 task-2]  acGwq1jsSwuXZysoXlJYlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.948 [XNIO-1 task-2]  acGwq1jsSwuXZysoXlJYlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.948 [XNIO-1 task-2]  acGwq1jsSwuXZysoXlJYlA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.948 [XNIO-1 task-2]  acGwq1jsSwuXZysoXlJYlA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:55.049 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG com.networknt.schema.TypeValidator debug - validate( "52acb3a2-8515-4b8e-b82d-041dfc8fb692", {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG com.networknt.schema.TypeValidator debug - validate( "986d41b0", {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:55.050 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:55.051 [XNIO-1 task-2]  ARhg9ayJRyiSYDneD4f_ag DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"986d41b0","serviceName":"ee8687e2-4d8c-407a-997c-9ae41e54","serviceDesc":"52acb3a2-8515-4b8e-b82d-041dfc8fb692","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.057 [XNIO-1 task-2]  ihW7iw8ITY68S8H578ynXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.058 [XNIO-1 task-2]  ihW7iw8ITY68S8H578ynXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.058 [XNIO-1 task-2]  ihW7iw8ITY68S8H578ynXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.058 [XNIO-1 task-2]  ihW7iw8ITY68S8H578ynXw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:55.065 [XNIO-1 task-2]  -FkkiaCaR0WvEcrlTsY25g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ed8b3df1
16:40:55.065 [XNIO-1 task-2]  -FkkiaCaR0WvEcrlTsY25g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.065 [XNIO-1 task-2]  -FkkiaCaR0WvEcrlTsY25g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:55.066 [XNIO-1 task-2]  -FkkiaCaR0WvEcrlTsY25g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ed8b3df1
16:40:55.074 [XNIO-1 task-2]  CYdp1RosS16264hr-U5pGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ae96b4eb, base path is set to: null
16:40:55.074 [XNIO-1 task-2]  CYdp1RosS16264hr-U5pGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:55.074 [XNIO-1 task-2]  CYdp1RosS16264hr-U5pGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:55.074 [XNIO-1 task-2]  CYdp1RosS16264hr-U5pGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ae96b4eb, base path is set to: null
16:40:55.075 [XNIO-1 task-2]  CYdp1RosS16264hr-U5pGw DEBUG com.networknt.schema.TypeValidator debug - validate( "ae96b4eb", "ae96b4eb", serviceId)
16:40:55.081 [XNIO-1 task-2]  4bZxmFQcQtOS85UKi_6aQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.081 [XNIO-1 task-2]  4bZxmFQcQtOS85UKi_6aQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.081 [XNIO-1 task-2]  4bZxmFQcQtOS85UKi_6aQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.082 [XNIO-1 task-2]  4bZxmFQcQtOS85UKi_6aQA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:55.105 [XNIO-1 task-2]  NwPPwTFSTiyKQ6ror3F_bg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.105 [XNIO-1 task-2]  NwPPwTFSTiyKQ6ror3F_bg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.105 [XNIO-1 task-2]  NwPPwTFSTiyKQ6ror3F_bg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.105 [XNIO-1 task-2]  NwPPwTFSTiyKQ6ror3F_bg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:55.113 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:1efd9865-78d3-4ea1-b6cc-22b15b453563
16:40:55.117 [XNIO-1 task-2]  s8kxn1-bTMGxmSvByvACJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:55.117 [XNIO-1 task-2]  s8kxn1-bTMGxmSvByvACJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:55.117 [XNIO-1 task-2]  s8kxn1-bTMGxmSvByvACJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:55.126 [XNIO-1 task-2]  qV4mXNaMSeON3pVKQ-XtTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ac6674f0, base path is set to: null
16:40:55.126 [XNIO-1 task-2]  qV4mXNaMSeON3pVKQ-XtTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:55.126 [XNIO-1 task-2]  qV4mXNaMSeON3pVKQ-XtTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:55.126 [XNIO-1 task-2]  qV4mXNaMSeON3pVKQ-XtTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ac6674f0, base path is set to: null
16:40:55.126 [XNIO-1 task-2]  qV4mXNaMSeON3pVKQ-XtTw DEBUG com.networknt.schema.TypeValidator debug - validate( "ac6674f0", "ac6674f0", serviceId)
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG com.networknt.schema.TypeValidator debug - validate( "a146c19b-98b5-4ec3-bc42-862e4a59081e", {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:55.133 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG com.networknt.schema.TypeValidator debug - validate( "6b0f7919", {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:55.134 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:55.134 [XNIO-1 task-2]  2f8FsS0vQsWgaysRT71bvA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"6b0f7919","serviceName":"9c8c2984-d45f-434e-88c3-fffee9a7","serviceDesc":"a146c19b-98b5-4ec3-bc42-862e4a59081e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.144 [XNIO-1 task-2]  6A8E9LKOQ_GlGYyu0JLoqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ac6674f0
16:40:55.144 [XNIO-1 task-2]  6A8E9LKOQ_GlGYyu0JLoqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:55.144 [XNIO-1 task-2]  6A8E9LKOQ_GlGYyu0JLoqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:55.144 [XNIO-1 task-2]  6A8E9LKOQ_GlGYyu0JLoqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ac6674f0
16:40:55.150 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG com.networknt.schema.TypeValidator debug - validate( "df336e01-029c-4b63-8c0e-a83e2836", {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:55.151 [XNIO-1 task-2]  iDnEhN0FSTyUKZZqwZ0glw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ac6674f0","serviceName":"df336e01-029c-4b63-8c0e-a83e2836","serviceDesc":"5f604880-98cc-424f-8c22-f4cc228e9326","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:55.164 [XNIO-1 task-2]  xv7oeKf-Ta-PxWFuuDz3nA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:55.165 [XNIO-1 task-2]  xv7oeKf-Ta-PxWFuuDz3nA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:55.165 [XNIO-1 task-2]  xv7oeKf-Ta-PxWFuuDz3nA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:55.165 [XNIO-1 task-2]  xv7oeKf-Ta-PxWFuuDz3nA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"f7cd47fd","serviceName":"c6284349-94f9-4ab9-83df-336bcd56","serviceDesc":"0946d868-caac-4b54-95ca-cc953f05b35d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f7cd47fd","serviceName":"c6284349-94f9-4ab9-83df-336bcd56","serviceDesc":"0946d868-caac-4b54-95ca-cc953f05b35d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
